sex,drug,SYMBOL,ENSEMBL,expr_logFC,expr_p,expr_direction,CpG,region,island,delta_M,meth_p,meth_direction,biological_pattern
male,Etanercept,CSRNP2,ENSG00000110925,0.45616748292219295,6.568414272582832e-6,UP in responders,cg10789295,3'UTR,OpenSea,-0.12328901735835898,0.3503197685973818,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,CSRNP2,ENSG00000110925,0.45616748292219295,6.568414272582832e-6,UP in responders,cg10789295,Body,OpenSea,-0.12328901735835898,0.3503197685973818,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,CSRNP2,ENSG00000110925,0.45616748292219295,6.568414272582832e-6,UP in responders,cg00552387,TSS1500,Island,0.13527091621072565,0.3767770899352887,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,CSRNP2,ENSG00000110925,0.45616748292219295,6.568414272582832e-6,UP in responders,cg20041532,TSS1500,S_Shore,-0.09650686609797182,0.4670984414968191,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,CSRNP2,ENSG00000110925,0.45616748292219295,6.568414272582832e-6,UP in responders,cg06260527,TSS1500,S_Shore,0.14849640155755303,0.4845589543586656,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,CSRNP2,ENSG00000110925,0.45616748292219295,6.568414272582832e-6,UP in responders,cg06134974,TSS1500,Island,0.0891196361847492,0.49954741060069885,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,CSRNP2,ENSG00000110925,0.45616748292219295,6.568414272582832e-6,UP in responders,cg05249199,TSS1500,Island,-0.09072303861125892,0.658004091781335,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,CSRNP2,ENSG00000110925,0.45616748292219295,6.568414272582832e-6,UP in responders,cg12594348,TSS200,Island,-0.08046457818969019,0.693288904001667,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,CSRNP2,ENSG00000110925,0.45616748292219295,6.568414272582832e-6,UP in responders,cg11701951,5'UTR,Island,0.07866614752308951,0.7348689023906584,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,CSRNP2,ENSG00000110925,0.45616748292219295,6.568414272582832e-6,UP in responders,cg11701951,1stExon,Island,0.07866614752308951,0.7348689023906584,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,CSRNP2,ENSG00000110925,0.45616748292219295,6.568414272582832e-6,UP in responders,ch.12.1048628F,Body,OpenSea,-0.0789962155999863,0.7355368137255578,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,CSRNP2,ENSG00000110925,0.45616748292219295,6.568414272582832e-6,UP in responders,cg13069910,TSS200,Island,0.07147593178884416,0.7438044495275962,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,CSRNP2,ENSG00000110925,0.45616748292219295,6.568414272582832e-6,UP in responders,cg01577361,TSS200,Island,0.04943477378816407,0.748754781172075,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,CSRNP2,ENSG00000110925,0.45616748292219295,6.568414272582832e-6,UP in responders,cg15141173,Body,OpenSea,-0.0017166951353844227,0.9910903507445248,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg19963510,1stExon,OpenSea,-0.5880242208628299,0.0011261933885823882,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg19963510,5'UTR,OpenSea,-0.5880242208628299,0.0011261933885823882,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg20109855,Body,OpenSea,-0.723968862042579,0.0019306886608302784,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg03842617,5'UTR,OpenSea,-0.6268869181584433,0.003842688115296253,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg17580526,Body,N_Shore,-0.35683025224044995,0.009507199829061909,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg08682175,5'UTR,OpenSea,-0.4131038947314705,0.011465609435877863,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg08682175,TSS200,OpenSea,-0.4131038947314705,0.011465609435877863,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg16035633,3'UTR,OpenSea,-0.3290985935640358,0.026760490845420794,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg16035633,Body,OpenSea,-0.3290985935640358,0.026760490845420794,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg02027878,Body,Island,-0.38917853035658684,0.03774351382151151,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg00478390,Body,N_Shore,-0.30570006137603495,0.047491472245816145,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg17980032,3'UTR,OpenSea,-0.32453562964110816,0.04979442275298866,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg17980032,Body,OpenSea,-0.32453562964110816,0.04979442275298866,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg19087068,5'UTR,OpenSea,-0.2936722484364503,0.0717875969728411,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg19087068,TSS1500,OpenSea,-0.2936722484364503,0.0717875969728411,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg11061317,Body,OpenSea,-0.24463948052218204,0.071976398560594,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg12547085,5'UTR,OpenSea,-0.23443554866167246,0.09727482025932593,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg12547085,TSS1500,OpenSea,-0.23443554866167246,0.09727482025932593,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg17690263,1stExon,OpenSea,-0.20058131232012716,0.12690700613307962,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg17690263,Body,OpenSea,-0.20058131232012716,0.12690700613307962,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg13224213,5'UTR,OpenSea,-0.16341216958958893,0.14614136840710398,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg13224213,TSS1500,OpenSea,-0.16341216958958893,0.14614136840710398,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg02283051,5'UTR,OpenSea,-0.17977468372334707,0.15244735689562924,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg02283051,TSS200,OpenSea,-0.17977468372334707,0.15244735689562924,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg21901847,Body,N_Shore,0.2550705508212654,0.15453170044142725,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg22232119,Body,N_Shore,-0.16178608662048782,0.17834421966433783,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg09655835,Body,OpenSea,-0.3109687200300097,0.19741543425867772,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg04071701,TSS200,OpenSea,-0.21519883071702295,0.20374949862995576,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg21932452,Body,N_Shelf,-0.24575976585444492,0.20789382448442653,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg16420354,5'UTR,OpenSea,-0.14804210960338596,0.21379824939609482,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg16420354,TSS200,OpenSea,-0.14804210960338596,0.21379824939609482,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg00448659,Body,N_Shore,-0.14293677527991744,0.29435845897642504,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg20498962,Body,Island,0.1589700659450625,0.3256373978243673,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg07841866,Body,S_Shore,-0.12161661585390157,0.3441711654934839,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg25007250,TSS1500,OpenSea,-0.1728431141176631,0.35938457898649834,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg17429236,Body,OpenSea,0.1756891829823109,0.3657152037182856,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg24032393,Body,S_Shore,-0.10380592913048152,0.40866649005641653,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg03469471,Body,S_Shore,0.10761286146281031,0.4453513285301799,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg13024471,5'UTR,OpenSea,-0.13175786446432072,0.47019097202167115,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg13024471,TSS200,OpenSea,-0.13175786446432072,0.47019097202167115,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg00571021,Body,S_Shore,-0.11979613672374723,0.5059213803979115,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg25136644,Body,N_Shore,-0.07678468998063634,0.5209040582103692,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg19475224,5'UTR,OpenSea,-0.09058323105832346,0.5665402941558662,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg19475224,TSS1500,OpenSea,-0.09058323105832346,0.5665402941558662,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg12294678,TSS1500,OpenSea,-0.07395701043616615,0.5758538878187822,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg12337026,Body,OpenSea,0.09343243165903986,0.5963052638458166,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg04018315,Body,N_Shore,-0.09996537304247598,0.6006046889296097,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg25025646,3'UTR,S_Shore,-0.12543963417059031,0.6163301556668019,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg20068156,TSS1500,OpenSea,-0.05078472167315166,0.6443615566259107,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg06971766,TSS1500,OpenSea,0.04561954163603347,0.7670658206025824,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg07643980,Body,N_Shore,-0.039292091793055414,0.773519856451087,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg00700487,Body,Island,-0.04488759312091557,0.7745937545268031,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg10501602,Body,Island,0.03428941633846121,0.8391286201236559,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg15183092,Body,Island,-0.010573095889653704,0.9548802615643934,HYPOmethylated in responders,concordant (gene-body hypomethylation -> lower expression)
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg05337454,Body,N_Shore,0.007541491590061927,0.9587707645034378,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,NOS3,ENSG00000164867,-1.174966055582022,5.9236237503805156e-5,DOWN in responders,cg09519327,Body,Island,0.007317679926606423,0.9875552083967438,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg03992323,Body,OpenSea,-0.5809992349677211,0.022050075770870866,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg03992323,5'UTR,OpenSea,-0.5809992349677211,0.022050075770870866,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg05944124,Body,OpenSea,-0.43725562411883817,0.029261773183724353,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg05944124,5'UTR,OpenSea,-0.43725562411883817,0.029261773183724353,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg03388409,Body,OpenSea,-0.40246466425787947,0.03284524467050322,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg03388409,5'UTR,OpenSea,-0.40246466425787947,0.03284524467050322,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg12316766,Body,OpenSea,-0.23634688202810394,0.035831550604783644,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg12316766,5'UTR,OpenSea,-0.23634688202810394,0.035831550604783644,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg20033578,Body,OpenSea,-0.26238538852916143,0.04808019467331257,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg02526551,Body,N_Shore,-0.39534560332919566,0.05170240375993084,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg02526551,5'UTR,N_Shore,-0.39534560332919566,0.05170240375993084,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg13094652,TSS1500,S_Shore,-0.29048642277984976,0.06028908930061512,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg13016598,Body,OpenSea,-0.28312358940392335,0.06538646044772407,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg13016598,5'UTR,OpenSea,-0.28312358940392335,0.06538646044772407,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg15700160,TSS1500,Island,0.3798179319862049,0.07169565498210424,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg23857197,TSS200,Island,0.660990135902367,0.08209609051326085,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg12206317,Body,OpenSea,-0.20432585222057367,0.09685427677967501,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg12206317,5'UTR,OpenSea,-0.20432585222057367,0.09685427677967501,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg11418427,Body,N_Shore,0.4715239308169074,0.11230401370968597,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg11418427,5'UTR,N_Shore,0.4715239308169074,0.11230401370968597,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg12993990,Body,OpenSea,-0.39617563518689997,0.12603491793905314,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg12993990,5'UTR,OpenSea,-0.39617563518689997,0.12603491793905314,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg16514063,Body,OpenSea,-0.20352629909916947,0.15164745969791804,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,ch.1.4359995F,Body,OpenSea,0.526733132494753,0.16652215701936665,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,ch.1.4359995F,5'UTR,OpenSea,0.526733132494753,0.16652215701936665,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg02655745,TSS1500,Island,-0.20872947342639878,0.1767759154066963,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg05734185,Body,N_Shore,-0.22358547552619562,0.1898257366106303,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg05734185,5'UTR,N_Shore,-0.22358547552619562,0.1898257366106303,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg05930186,Body,OpenSea,-0.19155932224539243,0.2155214825922151,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg05930186,5'UTR,OpenSea,-0.19155932224539243,0.2155214825922151,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg19938833,Body,OpenSea,-0.17949267060958482,0.2718979339272274,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg19938833,5'UTR,OpenSea,-0.17949267060958482,0.2718979339272274,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg19938833,ExonBnd,OpenSea,-0.17949267060958482,0.2718979339272274,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg16904639,Body,N_Shore,0.2189745325968938,0.27459023331630383,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg16904639,5'UTR,N_Shore,0.2189745325968938,0.27459023331630383,HYPERmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg24185736,Body,OpenSea,-0.3015341730636042,0.29834082738683254,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg24185736,5'UTR,OpenSea,-0.3015341730636042,0.29834082738683254,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg02652525,Body,OpenSea,-0.11303023680812394,0.3337824087333371,HYPOmethylated in responders,non-canonical / not the textbook direction
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg02652525,5'UTR,OpenSea,-0.11303023680812394,0.3337824087333371,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
male,Etanercept,TP53BP2,ENSG00000143514,0.38409769226972834,7.321853790726998e-5,UP in responders,cg15975832,Body,N_Shelf,-0.1853114392702893,0.34674442100045766,HYPOmethylated in responders,non-canonical / not the textbook direction
