sex,SYMBOL,ENSEMBL,expr_logFC,expr_p,expr_direction,CpG,region,island,delta_M,meth_p,meth_direction,biological_pattern
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg14742186,3'UTR,OpenSea,0.12293085397260123,0.2634450885461613,HYPERmethylated in responders,non-canonical / not the textbook direction
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg23833119,Body,N_Shore,-0.1067974554196071,0.3769894814444369,HYPOmethylated in responders,non-canonical / not the textbook direction
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg00029521,Body,S_Shore,0.10240390987708516,0.3896283135628763,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg07699454,Body,S_Shelf,0.0894514501358098,0.4365373016739994,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg06362331,TSS1500,S_Shore,-0.053200131750460976,0.498893054796257,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg03252829,1stExon,Island,-0.06890181989523791,0.6398745064274332,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg03252829,5'UTR,Island,-0.06890181989523791,0.6398745064274332,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg04755571,TSS200,S_Shore,0.03491415762870995,0.6446542531835779,HYPERmethylated in responders,non-canonical / not the textbook direction
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg13855924,Body,Island,-0.07791794100903851,0.6534218533613272,HYPOmethylated in responders,non-canonical / not the textbook direction
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg03496473,Body,N_Shore,-0.0533489433694471,0.6705773997300137,HYPOmethylated in responders,non-canonical / not the textbook direction
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg12760573,Body,Island,0.03358554917062619,0.6741974152250367,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg18001180,Body,Island,-0.07221533809261182,0.741583245103371,HYPOmethylated in responders,non-canonical / not the textbook direction
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg20716812,3'UTR,N_Shelf,0.0318067328353061,0.7845899303388927,HYPERmethylated in responders,non-canonical / not the textbook direction
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg20716812,Body,N_Shelf,0.0318067328353061,0.7845899303388927,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg02883595,Body,Island,-0.042554384033585066,0.8028851680160114,HYPOmethylated in responders,non-canonical / not the textbook direction
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg02611419,TSS1500,S_Shore,0.020646566621394875,0.819336455394849,HYPERmethylated in responders,non-canonical / not the textbook direction
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg17748645,Body,N_Shore,0.018810837677948042,0.8305312696733022,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg06347083,TSS200,S_Shore,0.015291398965522882,0.8689231047715694,HYPERmethylated in responders,non-canonical / not the textbook direction
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg13075951,TSS200,S_Shore,0.010464653894232578,0.9037617922200363,HYPERmethylated in responders,non-canonical / not the textbook direction
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg24537809,TSS1500,S_Shore,-0.007605991104989025,0.9121533204778005,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg10712551,Body,Island,0.00413312796803885,0.9643043863844843,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg08315770,1stExon,Island,-0.0034112750937050147,0.9746342682685041,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
female,KCNK17,ENSG00000124780,2.0046587068057544,1.5679459990180204e-4,UP in responders,cg18601596,TSS1500,S_Shore,-0.0010687394928678114,0.9897551019746715,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg24931324,Body,OpenSea,0.24404206494957156,0.02112405880273102,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg18798460,Body,OpenSea,0.14798682931490373,0.05300331825328784,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg02365862,TSS1500,Island,-0.2533597943719202,0.08823309148489089,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg15605567,Body,OpenSea,0.11481660998483098,0.11077630139844924,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg12011536,Body,OpenSea,0.10392599481238506,0.17053738103016933,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg02643433,Body,S_Shore,0.1711956928458201,0.20735907998309155,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg25147604,TSS1500,N_Shore,-0.09340524335557711,0.2595257430689105,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg15585190,Body,OpenSea,0.07831853702950756,0.29078826183169126,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg04762615,TSS200,Island,-0.2600910238916941,0.31037083372760327,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg00668638,TSS1500,N_Shore,-0.0866147467020215,0.36189819451582994,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg08781626,Body,OpenSea,0.09691902958933907,0.38151387583296503,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg13469471,TSS200,Island,0.12153628242524843,0.3900748992003443,HYPERmethylated in responders,non-canonical / not the textbook direction
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg12817734,Body,OpenSea,0.08379590387104326,0.3947025588396801,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg19402039,Body,S_Shelf,0.06746514534893577,0.41052634159671464,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg13923094,TSS1500,Island,0.04786768809390217,0.42084535672794077,HYPERmethylated in responders,non-canonical / not the textbook direction
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg13855473,TSS200,Island,-0.21201492256332763,0.45623747727194963,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg02789094,Body,OpenSea,0.051817320430496416,0.4616956642494753,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg24148304,Body,S_Shore,0.06744337518276235,0.4801619297952483,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg08964675,Body,OpenSea,-0.05307584126284441,0.48766432558574524,HYPOmethylated in responders,non-canonical / not the textbook direction
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg27321931,TSS1500,N_Shore,-0.0778213807984799,0.5307576876546244,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg03814872,TSS1500,N_Shore,-0.03985731272566176,0.5886417727429785,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg04616797,1stExon,Island,-0.13455348067332049,0.6075442018033251,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg04616797,5'UTR,Island,-0.13455348067332049,0.6075442018033251,HYPOmethylated in responders,concordant (promoter hypomethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg21068339,Body,Island,0.05239079930543363,0.6095475600400252,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg19428339,Body,OpenSea,0.03346639605278116,0.6169176318491723,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg24485642,Body,OpenSea,0.04082172274390891,0.6617705325723316,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg02647388,TSS200,Island,0.05924003092664173,0.6877210726946672,HYPERmethylated in responders,non-canonical / not the textbook direction
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg01070854,Body,Island,0.03479258916844024,0.7141096247973494,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg20448717,1stExon,Island,0.05879946383803348,0.7198630423802461,HYPERmethylated in responders,non-canonical / not the textbook direction
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg20448717,5'UTR,Island,0.05879946383803348,0.7198630423802461,HYPERmethylated in responders,non-canonical / not the textbook direction
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg13251891,Body,Island,-0.024322005710771536,0.7403323144389261,HYPOmethylated in responders,non-canonical / not the textbook direction
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg19708340,Body,OpenSea,0.02743125217730948,0.7819498050559227,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg06197760,Body,OpenSea,0.011336166587748553,0.9091884185221331,HYPERmethylated in responders,concordant (gene-body hypermethylation -> higher expression)
female,DSP,ENSG00000096696,2.8701393723996205,2.875354907696039e-4,UP in responders,cg22542300,Body,OpenSea,-0.0015395470779571148,0.9842274470106587,HYPOmethylated in responders,non-canonical / not the textbook direction
female,BUB1B,ENSG00000156970,-1.6029217693935371,5.622100298584444e-4,DOWN in responders,cg04774722,TSS1500,N_Shore,0.11940080855979507,0.05924178991959863,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,BUB1B,ENSG00000156970,-1.6029217693935371,5.622100298584444e-4,DOWN in responders,cg08197837,ExonBnd,S_Shelf,0.11657591542554828,0.12576593804457845,HYPERmethylated in responders,non-canonical / not the textbook direction
female,BUB1B,ENSG00000156970,-1.6029217693935371,5.622100298584444e-4,DOWN in responders,cg08197837,Body,S_Shelf,0.11657591542554828,0.12576593804457845,HYPERmethylated in responders,non-canonical / not the textbook direction
female,BUB1B,ENSG00000156970,-1.6029217693935371,5.622100298584444e-4,DOWN in responders,cg23033889,Body,OpenSea,0.11031992006051167,0.13203830121440793,HYPERmethylated in responders,non-canonical / not the textbook direction
female,BUB1B,ENSG00000156970,-1.6029217693935371,5.622100298584444e-4,DOWN in responders,cg05289639,TSS200,Island,0.09868668468640715,0.17137341333606324,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,BUB1B,ENSG00000156970,-1.6029217693935371,5.622100298584444e-4,DOWN in responders,cg12378950,Body,OpenSea,0.0824384257192037,0.26743282959707493,HYPERmethylated in responders,non-canonical / not the textbook direction
female,BUB1B,ENSG00000156970,-1.6029217693935371,5.622100298584444e-4,DOWN in responders,cg24359188,Body,OpenSea,0.08308447609085329,0.2790279347922296,HYPERmethylated in responders,non-canonical / not the textbook direction
female,BUB1B,ENSG00000156970,-1.6029217693935371,5.622100298584444e-4,DOWN in responders,cg11963280,Body,S_Shore,0.11102527897311498,0.28007313329296096,HYPERmethylated in responders,non-canonical / not the textbook direction
female,BUB1B,ENSG00000156970,-1.6029217693935371,5.622100298584444e-4,DOWN in responders,cg21893314,TSS200,Island,0.06335929998985322,0.2929815690700173,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,BUB1B,ENSG00000156970,-1.6029217693935371,5.622100298584444e-4,DOWN in responders,cg14923124,Body,S_Shelf,0.08631127085080252,0.30438390901250106,HYPERmethylated in responders,non-canonical / not the textbook direction
female,BUB1B,ENSG00000156970,-1.6029217693935371,5.622100298584444e-4,DOWN in responders,cg20139630,Body,OpenSea,0.09623698166737918,0.343569811931125,HYPERmethylated in responders,non-canonical / not the textbook direction
female,BUB1B,ENSG00000156970,-1.6029217693935371,5.622100298584444e-4,DOWN in responders,cg07019442,TSS1500,N_Shore,0.05543674585613678,0.39222823722937517,HYPERmethylated in responders,concordant (promoter hypermethylation -> lower expression)
female,BUB1B,ENSG00000156970,-1.6029217693935371,5.622100298584444e-4,DOWN in responders,cg24221715,TSS1500,Island,-0.04824623904838766,0.47212036735399876,HYPOmethylated in responders,non-canonical / not the textbook direction
female,BUB1B,ENSG00000156970,-1.6029217693935371,5.622100298584444e-4,DOWN in responders,cg20918218,Body,OpenSea,0.051241146521902745,0.49852951262513334,HYPERmethylated in responders,non-canonical / not the textbook direction
