cpg,freq
cg22798984,0
cg23249667,0
cg05966045,0
cg17398233,0
cg14733161,0
cg07240554,0
cg06391894,0
cg10612681,0
cg07300976,0
cg16293631,0
cg06998282,0
cg21540775,0
cg02824295,0
cg09391128,0
cg08152058,0
cg13084049,0
cg04646100,0
cg07516978,0
cg05696801,0
cg10266196,0
cg20089095,0
cg17577923,0
cg07196014,0
cg08941714,0
cg12283822,0
cg12936639,0
cg11862610,0
cg02351223,0
cg14992181,0
cg10234841,0
cg14434408,0
cg23881902,0
cg26869362,0
cg15585670,0
cg20187250,0
cg05206690,0
cg22296762,0
cg24046271,0
cg04628008,0
cg21395723,0
cg06460869,0
cg06205817,0
cg02923571,0
cg02357389,0
cg02190746,0
cg20214692,0
cg22942971,0
cg08313638,0
cg09274402,0
cg04598251,0
cg04403629,0
cg18754555,0
cg27369934,0
cg09602562,0
cg07672479,0
cg13526981,0
cg07327202,0
cg20466748,0
cg14199455,0
cg19005662,0
cg23945789,0
cg17871792,0
cg15600835,0
cg20761860,0
cg13957721,0
cg05847772,0
cg21077559,0
cg06353611,0
cg26406907,0
cg01556715,0
cg04133023,0
cg11504511,0
cg26425669,0
cg15205733,0
cg17880256,0
cg00096845,0
cg13149330,0
cg06842781,0
cg21665078,0
cg03618937,0
cg02842197,0
cg10828210,0
cg10186232,0
cg09712216,0
cg16587158,0
cg19149410,0
cg14399369,0
cg04052427,0
cg17384898,0
cg21703138,0
cg23657870,0
cg16382382,0
cg06257227,0
cg02691685,0
cg22026332,0
cg06317056,0
cg27505684,0
cg03967346,0
cg24988444,0
cg14443694,0
cg07254066,0
cg02352203,0
cg24215070,0
cg18913869,0
cg07489083,0
cg11657970,0
cg22424536,0
cg19285119,0
cg03416888,0
cg25917893,0
cg07804481,0
cg20091107,0
cg02386644,0
cg09985530,0
cg02389555,0
cg16119852,0
cg22012230,0
cg09735598,0
cg12974756,0
cg17678877,0
cg16842485,0
cg18957484,0
cg12589600,0
cg27105577,0
cg20041366,0
cg02014690,0
cg17555712,0
cg14793753,0
cg00815931,0
cg07794698,0
cg24501027,0
cg25350122,0
cg12045294,0
cg23154743,0
cg12874092,0
cg03475660,0
cg22726760,0
cg08595182,0
cg16732115,0
cg24516711,0
cg15187550,0
cg25975626,0
cg24358465,0
cg23098131,0
cg22501294,0
cg16585827,0
cg20763254,0
cg12490816,0
cg12737876,0
cg16963622,0
cg20198108,0
cg25234159,0
cg20733500,0
cg13220109,0
cg18586886,0
cg04771938,0
cg27391710,0
cg00795626,0
cg27085741,0
cg24806953,0
cg18728839,0
cg00210098,0
cg12211962,0
cg27554514,0
cg01733217,0
cg05002512,0
cg12447069,0
cg26513180,0
cg26891576,0
cg26243254,0
cg13515774,0
cg22164916,0
cg02947021,0
cg11710334,0
cg22517836,0
cg14462928,0
cg08725962,0
cg11189039,0
cg26770381,0
cg23187103,0
cg17159093,0
cg25257870,0
cg19280133,0
cg04905789,0
cg21902095,0
cg17094171,0
cg03486307,0
cg07564061,0
cg26197220,0
cg12578791,0
cg19260201,0
cg16993684,0
cg16102016,0
cg18555277,0
cg11539424,0
cg19948397,0
cg09845488,0
cg11379888,0
cg25313289,0
cg03500911,0
cg07871324,0
cg24763953,0
cg08222662,0
cg02961575,0
cg13582818,0
cg21051375,0
cg07648498,0
cg07448606,0
cg02090547,0
cg26892368,0
cg09719331,0
cg13785189,0
cg23085343,0
cg22803724,0
cg18920754,0
cg07623882,0
cg06248182,0
cg16142698,0
cg27094117,0
cg14530476,0
cg08619561,0
cg13462232,0
cg00031476,0
cg12302718,0
cg25778220,0
cg01884537,0
cg20775307,0
cg02307953,0
cg08111682,0
cg00846340,0
cg26560794,0
cg20778097,0
cg07976644,0
cg19536594,0
cg21515788,0
cg21228957,0
cg18176887,0
cg04017116,0
cg03658244,0
cg00124160,0
cg04551440,0
cg20564458,0
cg03867797,0
cg04824553,0
cg09235689,0
cg05074892,0
cg15809230,0
cg06999776,0
cg18020381,0
cg03829176,0
cg10602367,0
cg07318284,0
cg24228112,0
cg06251929,0
cg17672050,0
cg27301343,0
cg15091879,0
cg08611677,0
cg15607449,0
cg02696763,0
cg11202785,0
cg11494213,0
cg16926108,0
cg13828873,0
cg21987316,0
cg15376949,0
cg12193484,0
cg20492680,0
cg15291235,0
cg16621691,0
cg23255486,0
cg10601002,0
cg16317730,0
cg23163783,0
cg10061292,0
cg23658874,0
cg10199164,0
cg20041683,0
cg16919615,0
cg14204478,0
cg16691888,0
cg19564098,0
cg09567642,0
cg06889484,0
cg25435332,0
cg08470875,0
cg15027115,0
cg25795456,0
cg26251401,0
cg08128577,0
cg13071476,0
cg03618257,0
cg23250288,0
cg20547575,0
cg27191207,0
cg14054013,0
cg25535317,0
cg04773990,0
cg09161592,0
cg02397686,0
cg24845324,0
cg26188632,0
cg11528984,0
cg15465092,0
cg15705266,0
cg16472965,0
cg17946375,0
cg06164660,0
cg07721276,0
cg19681188,0
cg00702638,0
cg17849194,0
cg02147032,0
cg11328405,0
cg16232702,0
cg25697800,0
cg24666276,0
cg09155701,0
cg15418155,0
cg09747456,0
cg25103043,0
cg16744862,0
cg02689951,0
cg18374471,0
cg00016066,0
cg12054852,0
cg03441227,0
cg19453769,0
cg10736309,0
cg01015416,0
cg23837188,0
cg12553223,0
cg18159850,0
cg20105384,0
cg07696178,0
cg26451575,0
cg00982357,0
cg03367387,0
cg15563952,0
cg14526166,0
cg24860970,0
cg02053964,0
cg23806084,0
cg07210335,0
cg06508783,0
cg13615650,0
cg26080798,0
cg05080281,0
cg09532261,0
cg05800683,0
cg08847132,0
cg25243854,0
cg18634086,0
cg09189258,0
cg13550542,0
cg24321030,0
cg13365658,0
cg05619888,0
cg20694715,0
cg13445218,0
cg21747958,0
cg08682341,0
cg22865402,0
cg00325919,0
cg19853516,0
cg26545834,0
cg15216636,0
cg02819020,0
cg04738270,0
cg21890551,0
cg10698984,0
cg14235416,0
cg16674860,0
cg16972079,0
cg07021777,0
cg04562739,0
cg05795554,0
cg26368718,0
cg11662224,0
cg09468767,0
cg03140866,0
cg24826885,0
cg09574807,0
cg15537000,0
cg12166435,0
cg14101193,0
cg24725522,0
cg22148115,0
cg02828858,0
cg11973177,0
cg11395893,0
cg12521813,0
cg01073375,0
cg21803390,0
cg21361702,0
cg05000748,0
cg06697294,0
cg07078960,0
cg20466166,0
cg12311930,0
