sex,gene,in_eQTL_MR_panel,in_mQTL_MR_panel,eQTL_MR_OR,eQTL_MR_pval,eQTL_MR_FDR,eQTL_MR_direction,eQTL_MHC_region,eQTL_MR_significant,mQTL_candidate_cpg,mQTL_cpg_chr,mQTL_cpg_pos_hg19,mQTL_instrument_available,mQTL_MR_beta,mQTL_MR_pval,mQTL_MR_significant,DEG_logFC,DEG_adjP,DEG_direction,DEG_significant,DMP_top_cpg,DMP_cpg_chr,DMP_cpg_pos_hg19,DMP_dbeta,DMP_fdr_bacon,DMP_direction,DMP_genomewide_significant,DMP_suggestive_only,DMR_id,DMR_ncpgs,DMR_meandiff,DMR_fdr,DMR_direction,DMR_significant,direction_combo,methylation_significant_DMP_or_DMR,cross_omics_significant_both_layers,cross_omics_significant_DEG_and_DMR
male,EML2,FALSE,TRUE,,,,,,FALSE,cg27301343,chr19,46142219,FALSE,,,FALSE,-0.150033748167005,0.0555651585525701,ns,FALSE,cg27301343,chr19,46142219,0.0129209798431584,0.871803734517098,hyper,FALSE,FALSE,chr19:46142212-46142930,13,0.00431558020643742,0.0435352689678904,hyper,TRUE,,TRUE,FALSE,FALSE
male,ESYT1,TRUE,FALSE,0.670246712633366,0.000710011955749888,0.040092008434677,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.484406173903333,3.68027202396079e-06,Down in RA,TRUE,cg07147234,chr12,56522077,-0.000159708807246445,0.768474701543771,hypo,FALSE,FALSE,chr12:56521692-56522453,12,0.00500292241076745,0.070761499998079,hyper,FALSE,hypo / down,FALSE,FALSE,FALSE
male,HDLBP,FALSE,TRUE,,,,,,FALSE,cg23881902,chr2,242212470,TRUE,0.262984217596827,0.26888505273988,FALSE,-0.627772892753624,1.75775771179874e-06,Down in RA,TRUE,cg23881902,chr2,242212470,0.00343764560592491,0.692285480202454,hyper,FALSE,FALSE,chr2:242169674-242170236,7,-0.00535957002556861,0.0435352689678904,hypo,TRUE,hyper / down,TRUE,FALSE,TRUE
male,HLA-DMA,TRUE,FALSE,0.558666069779015,3.49966353476916e-12,7.41053753487371e-10,protective (OR<1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.393980377447067,3.78779019102732e-05,Down in RA,TRUE,cg14833385,chr6,32921142,-0.00234483666683381,0.879969385426844,hypo,FALSE,FALSE,chr6:32920102-32920880,7,-0.0155392781567439,0.0865945352683759,hypo,FALSE,hypo / down,FALSE,FALSE,FALSE
male,HLA-DRB1,TRUE,FALSE,0.336734831301028,9.9986145281549e-251,1.69376530106944e-247,protective (OR<1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.425756022390783,0.000157203039386766,Down in RA,TRUE,cg00211215,chr6,32552246,0.162577816421191,0.745186339308493,hyper,FALSE,FALSE,chr6:32551949-32552453,8,0.08032851021269,0.0728043313532844,hyper,FALSE,hyper / down,FALSE,FALSE,FALSE
male,IKZF3,TRUE,FALSE,1.17434721163338,4.31623171944744e-08,4.87446435516264e-06,risk (OR>1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.361959476218843,0.0125713219059396,Down in RA,TRUE,cg27613455,chr17,38020644,-0.0036385562201019,0.747011952062148,hypo,FALSE,FALSE,chr17:38020344-38020667,4,0.00520788803681743,0.0498850329343834,hyper,TRUE,hypo / down,TRUE,FALSE,TRUE
male,INPP5B,TRUE,FALSE,1.10399124263667,5.99978671372871e-05,0.00461983576957111,risk (OR>1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.386765097622956,0.00111262099445081,Down in RA,TRUE,cg06521774,chr1,38397588,0.00752488132727857,0.871328667576217,hyper,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hyper / down,FALSE,FALSE,FALSE
male,KLF2,TRUE,FALSE,0.540459749161522,0.000469991306236433,0.0274539749229144,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.138330427131701,0.0307504636799269,Down in RA,TRUE,cg25266327,chr19,16435660,-0.0096373484670622,0.907186051429011,hypo,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hypo / down,FALSE,FALSE,FALSE
male,LPCAT2,TRUE,FALSE,1.09666987789773,0.000193622321052755,0.0126152389178218,risk (OR>1),FALSE,TRUE,,,,FALSE,,,FALSE,0.569202452350904,0.000948270696883415,Up in RA,TRUE,cg08416650,chr16,55542921,0.00122960985808639,0.930897992611713,hyper,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hyper / up,FALSE,FALSE,FALSE
male,MED1,TRUE,FALSE,0.732427169386649,4.39985861754309e-05,0.00354921928481809,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.237283707701234,0.00034351274751197,Down in RA,TRUE,cg23679344,chr17,37560925,-0.0323832371207143,0.915115458494748,hypo,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hypo / down,FALSE,FALSE,FALSE
male,NCOA5,TRUE,FALSE,0.421739939439789,1.19995590274947e-06,0.0001270453312036,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.374484661206828,1.05958350470608e-05,Down in RA,TRUE,cg20116574,chr20,44718168,-0.00230958325402784,0.888147141986711,hypo,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hypo / down,FALSE,FALSE,FALSE
male,PGAP3,TRUE,FALSE,0.860569861111821,3.90029485981788e-06,0.000367061082918416,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.296153312266788,0.000624865904178257,Down in RA,TRUE,cg21996783,chr17,37842070,0.00129743789376402,0.686374626948092,hyper,FALSE,FALSE,chr17:37843793-37844971,16,0.000398560134076059,0.045427784367198,hyper,TRUE,hyper / down,TRUE,FALSE,TRUE
male,PHF19,TRUE,FALSE,0.790603392226377,2.95494911145363e-08,3.57548842485889e-06,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.294436742386697,0.000385942728652552,Down in RA,TRUE,cg14543508,chr9,123631308,0.00545895246683428,0.87632478254889,hyper,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hyper / down,FALSE,FALSE,FALSE
male,PICALM,FALSE,TRUE,,,,,,FALSE,cg15643574,chr11,85778241,FALSE,,,FALSE,0.0492469840549721,0.568315041109648,ns,FALSE,cg15643574,chr11,85778241,0.0301149862495361,0.42239003834838,hyper,FALSE,TRUE,chr11:85778241-85778585,2,0.0201934244897629,0.0435352689678904,hyper,TRUE,,TRUE,FALSE,FALSE
male,POP4,FALSE,TRUE,,,,,,FALSE,cg22560837,chr19,30097072,FALSE,,,FALSE,0.115652879718578,0.116743261182428,ns,FALSE,cg22560837,chr19,30097072,0.00536184031538257,0.817131627075992,hyper,FALSE,FALSE,chr19:30096646-30097075,4,0.00757043064224882,0.0435352689678904,hyper,TRUE,,TRUE,FALSE,FALSE
male,SEMA4F,FALSE,TRUE,,,,,,FALSE,cg06999776,chr2,74881146,FALSE,,,FALSE,-0.1651201819709,0.147347864872851,ns,FALSE,cg06999776,chr2,74881146,0.0101948058302772,0.795479776811828,hyper,FALSE,FALSE,chr2:74880862-74881474,7,0.00403748890935328,0.0484059645287611,hyper,TRUE,,TRUE,FALSE,FALSE
male,SH2B1,TRUE,FALSE,0.494438098803797,0.000150005954685717,0.0101644034895042,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.214948187846452,0.0118901871743064,Down in RA,TRUE,cg08882774,chr16,28875105,0.00841815621917397,0.768474701543771,hyper,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hyper / down,FALSE,FALSE,FALSE
male,SMARCC2,TRUE,FALSE,0.759885992109568,0.000110000802852539,0.00776422333467507,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.531757113316194,1.1279610642898e-06,Down in RA,TRUE,cg03193417,chr12,56583536,0.00314205042221227,0.960616679971804,hyper,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hyper / down,FALSE,FALSE,FALSE
male,TAB1,TRUE,FALSE,0.427808020383891,1.59993328705364e-05,0.00135514349413443,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.376857891846756,7.26053243096489e-05,Down in RA,TRUE,,,,,,not annotated,FALSE,FALSE,,,,,no overlapping DMR,FALSE,,FALSE,FALSE,FALSE
male,VARS2,TRUE,FALSE,1.20314855801973,1.08491233463013e-16,3.06306915810575e-14,risk (OR>1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.292527090051935,0.00931193541634532,Down in RA,TRUE,cg26784891,chr6,30884124,-8.6083605350562e-05,0.830306064547934,hypo,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hypo / down,FALSE,FALSE,FALSE
male,VPS52,TRUE,FALSE,0.413627456257591,4.19922834391828e-24,1.77837320364939e-21,protective (OR<1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.285671361660096,0.000228850966920846,Down in RA,TRUE,cg20167047,chr6,33231813,0.00599882083461134,0.650440127502785,hyper,FALSE,FALSE,chr6:33217142-33218796,28,0.00183900431071662,0.045611457734226,hyper,TRUE,hyper / down,TRUE,FALSE,TRUE
male,WDR46,TRUE,FALSE,4.53110852446203,5.20120980120305e-42,4.40542470161898e-39,risk (OR>1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.284312345488734,0.00166821622227835,Down in RA,TRUE,cg23652681,chr6,33254880,0.0024695793797036,0.763219204867616,hyper,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hyper / down,FALSE,FALSE,FALSE
male,ZFAT,FALSE,TRUE,,,,,,FALSE,cg19657380,chr8,135724771,FALSE,,,FALSE,-0.335895883831369,0.00414857093996801,Down in RA,TRUE,cg19657380,chr8,135724771,0.00451420691750146,0.728587983780095,hyper,FALSE,FALSE,chr8:135724771-135726252,8,0.00556246414348934,0.0435352689678904,hyper,TRUE,hyper / down,TRUE,FALSE,TRUE
male,ZNF785,TRUE,FALSE,1.89541773562384,0.000100000174476049,0.00736523024184469,risk (OR>1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.241006020005265,0.0115171793016028,Down in RA,TRUE,cg10976172,chr16,30597528,0.00398438978376789,0.946080264924374,hyper,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hyper / down,FALSE,FALSE,FALSE
female,AIF1,TRUE,FALSE,0.556109054393589,2.53117430053952e-24,1.42926975503798e-21,protective (OR<1),TRUE,TRUE,,,,FALSE,,,FALSE,0.12035875319193,0.00597387917875004,Up in RA,TRUE,cg04812347,chr6,31584223,-0.0243550069456527,0.664094929457497,hypo,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hypo / up,FALSE,FALSE,FALSE
female,AP4B1,TRUE,FALSE,1.42352855026351,1.29996937712876e-12,3.1459258926516e-10,risk (OR>1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.115357540995363,0.00111917869786662,Down in RA,TRUE,cg16599770,chr1,114447605,0.00183118147327485,0.750148299602515,hyper,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hyper / down,FALSE,FALSE,FALSE
female,ATP6V1A,FALSE,TRUE,,,,,,FALSE,cg15478005,chr3,113465772,TRUE,-0.00395833457031289,0.978217462514775,FALSE,0.0146249433764254,0.770972393820381,ns,FALSE,cg15478005,chr3,113465772,0.0276361855884012,0.0816714436164464,hyper,FALSE,TRUE,chr3:113464879-113466193,11,0.0109800901941251,0.0103175833175468,hyper,TRUE,,TRUE,FALSE,FALSE
female,BRD2,TRUE,FALSE,1.55350212799669,9.89942317931992e-09,1.39746857214733e-06,risk (OR>1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.3078832196622,1.15832873306942e-09,Down in RA,TRUE,cg07820696,chr6,32935843,0.011146707948544,0.246523682772493,hyper,FALSE,FALSE,chr6:32935025-32937713,46,0.00624787376331139,0.0222873627237108,hyper,TRUE,hyper / down,TRUE,FALSE,TRUE
female,C12orf45,FALSE,TRUE,,,,,,FALSE,cg10437627,chr12,105379893,FALSE,,,FALSE,0.0253887761791583,0.74624109136336,ns,FALSE,cg10437627,chr12,105379893,0.0177187626003925,0.11292146913211,hyper,FALSE,TRUE,chr12:105379893-105380444,6,0.010822826921834,0.0228856376727328,hyper,TRUE,,TRUE,FALSE,FALSE
female,C2CD4A,FALSE,TRUE,,,,,,FALSE,cg20639658,chr15,62360994,FALSE,,,FALSE,0.0490850267318465,0.116371393332609,ns,FALSE,cg20639658,chr15,62360994,0.0298460761180284,0.11292146913211,hyper,FALSE,TRUE,chr15:62360465-62361020,3,0.0089678348925156,0.0222873627237108,hyper,TRUE,,TRUE,FALSE,FALSE
female,C6orf136,TRUE,FALSE,0.536762096416345,1.19995423521422e-08,1.56363267265606e-06,protective (OR<1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.190234714867549,7.35438499119401e-08,Down in RA,TRUE,cg14352682,chr6,30614168,-0.00124604616378232,0.157731652838646,hypo,FALSE,FALSE,chr6:30613715-30616140,39,0.00271748284871328,0.0222873627237108,hyper,TRUE,hypo / down,TRUE,FALSE,TRUE
female,CDC20B,FALSE,TRUE,,,,,,FALSE,cg08212230,chr5,54455564,TRUE,0.0680344985679754,0.46886664701175,FALSE,0.0589104504838083,0.0642863777150503,ns,FALSE,cg08212230,chr5,54455564,0.0334566128898204,0.170368052597488,hyper,FALSE,FALSE,chr5:54455564-54456056,4,0.00785710329505367,0.0222873627237108,hyper,TRUE,,TRUE,FALSE,FALSE
female,CDC37,TRUE,FALSE,0.752103032662304,0.000359995549482369,0.0217797307436833,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.173553843532288,1.0406560438123e-06,Down in RA,TRUE,cg21459710,chr19,10514006,0.00812064097350809,0.763511961391083,hyper,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hyper / down,FALSE,FALSE,FALSE
female,CSNK2B,TRUE,FALSE,0.54638455853634,1.29978374911488e-11,2.44648185666735e-09,protective (OR<1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.17206993589223,1.24975954817118e-05,Down in RA,TRUE,cg05614351,chr6,31636368,-0.0065697087288632,0.392890438249488,hypo,FALSE,FALSE,chr6:31634875-31636980,17,-0.00701615758122294,0.0222873627237108,hypo,TRUE,hypo / down,TRUE,FALSE,TRUE
female,DAXX,TRUE,FALSE,0.483553031085274,2.97770723177356e-06,0.000296719767683789,protective (OR<1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.215160404042482,5.38096872267785e-07,Down in RA,TRUE,cg27052777,chr6,33290408,0.00888703904045173,0.235477008361244,hyper,FALSE,FALSE,chr6:33287809-33290913,65,0.00252377148915454,0.0315150535283413,hyper,TRUE,hyper / down,TRUE,FALSE,TRUE
female,ESYT1,TRUE,FALSE,0.670246712633366,0.000710011955749888,0.040092008434677,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.381338540358349,2.06649143232768e-10,Down in RA,TRUE,cg11758943,chr12,56521594,0.00943886586185483,0.567029550028444,hyper,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hyper / down,FALSE,FALSE,FALSE
female,FCGR2B,TRUE,FALSE,1.09414831107796,0.00102871832702284,0.0528075407871727,risk (OR>1),FALSE,TRUE,,,,FALSE,,,FALSE,0.330401499542814,0.000638138629818123,Up in RA,TRUE,cg22942846,chr1,161646918,-0.00715635430832307,0.853544806116924,hypo,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hypo / up,FALSE,FALSE,FALSE
female,GLT8D2,FALSE,TRUE,,,,,,FALSE,cg18924222,chr12,104444128,TRUE,0.00325314599549927,0.960855737448379,FALSE,0.0852333340492184,0.0820457247767961,ns,FALSE,cg18924222,chr12,104444128,0.0164911643745686,0.171916680517967,hyper,FALSE,FALSE,chr12:104443742-104444418,10,-0.000318380234162331,0.0222873627237108,hypo,TRUE,,TRUE,FALSE,FALSE
female,GNL1,TRUE,FALSE,4.6288194684766,8.99886508919862e-18,3.04881549222049e-15,risk (OR>1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.215886372125995,1.18557075632346e-07,Down in RA,TRUE,cg15789723,chr6,30510662,0.0194682884713362,0.11292146913211,hyper,FALSE,TRUE,chr6:30522217-30523800,25,-0.00286853015138862,0.0456045325064757,hypo,TRUE,hyper / down,TRUE,FALSE,TRUE
female,HEATR2,FALSE,TRUE,,,,,,FALSE,cg19157140,chr7,766323,FALSE,,,FALSE,,,not measured,FALSE,cg19157140,chr7,766323,0.00712074509818652,0.103118125143073,hyper,FALSE,TRUE,chr7:766100-767893,13,0.0013335436569967,0.0222873627237108,hyper,TRUE,,TRUE,FALSE,FALSE
female,HIST1H4C,FALSE,TRUE,,,,,,FALSE,cg12089985,chr6,26104087,TRUE,-0.0764133502283498,0.608344633990177,FALSE,,,not measured,FALSE,cg12089985,chr6,26104087,0.0345744729935642,0.246523682772493,hyper,FALSE,FALSE,chr6:26103952-26104560,9,0.0168166516514363,0.0222873627237108,hyper,TRUE,,TRUE,FALSE,FALSE
female,HLA-DMA,TRUE,FALSE,0.558666069779015,3.49966353476916e-12,7.41053753487371e-10,protective (OR<1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.158253712810966,0.00564776314678121,Down in RA,TRUE,cg24129356,chr6,32920735,-0.0226928046884802,0.507615491727211,hypo,FALSE,FALSE,chr6:32935025-32937713,46,0.00624787376331139,0.0222873627237108,hyper,TRUE,hypo / down,TRUE,FALSE,TRUE
female,HLA-DPA1,TRUE,FALSE,1.7683537979516,1.51439100684586e-10,2.33216215054262e-08,risk (OR>1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.122798052243431,0.0117266097774461,Down in RA,TRUE,cg11451043,chr6,33041583,0.0183191819684797,0.30153054777923,hyper,FALSE,FALSE,chr6:33047944-33050124,24,0.0102466047474023,0.0141255737954057,hyper,TRUE,hyper / down,TRUE,FALSE,TRUE
female,HLA-DRB1,TRUE,FALSE,0.336734831301028,9.9986145281549e-251,1.69376530106944e-247,protective (OR<1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.20725298358078,0.000384341262021258,Down in RA,TRUE,cg15568074,chr6,32551949,0.114451558574351,0.0926256361979658,hyper,FALSE,TRUE,chr6:32551749-32552453,9,0.0578094952245448,1.75750126282243e-06,hyper,TRUE,hyper / down,TRUE,FALSE,TRUE
female,HSPA2,FALSE,TRUE,,,,,,FALSE,cg25598086,chr14,65006720,TRUE,-0.0374881722540957,0.404718881607305,FALSE,-0.0287207649683189,0.527433996500611,ns,FALSE,cg25598086,chr14,65006720,0.0307278670217328,0.411514845760712,hyper,FALSE,FALSE,chr14:65005951-65006777,14,0.00199588700751131,0.024131776050247,hyper,TRUE,,TRUE,FALSE,FALSE
female,IKZF3,TRUE,FALSE,1.17434721163338,4.31623171944744e-08,4.87446435516264e-06,risk (OR>1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.427654893546534,3.15739550613633e-07,Down in RA,TRUE,cg27613455,chr17,38020644,-0.00627691813235913,0.738533329612946,hypo,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hypo / down,FALSE,FALSE,FALSE
female,IKZF4,TRUE,FALSE,0.607125600475307,0.000319975580190798,0.0200755049201189,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.174063606547759,0.00143867246941102,Down in RA,TRUE,cg00692047,chr12,56413935,-0.0122456448206809,0.743592749856463,hypo,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hypo / down,FALSE,FALSE,FALSE
female,INPP5B,TRUE,FALSE,1.10399124263667,5.99978671372871e-05,0.00461983576957111,risk (OR>1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.154931373332388,0.00140858159382744,Down in RA,TRUE,cg02632792,chr1,38397574,0.0118237265436933,0.191480917651315,hyper,FALSE,FALSE,chr1:38396334-38397927,9,0.00534250886026623,0.0248210976816791,hyper,TRUE,hyper / down,TRUE,FALSE,TRUE
female,KLF2,TRUE,FALSE,0.540459749161522,0.000469991306236433,0.0274539749229144,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.112366185660157,0.000751778432925272,Down in RA,TRUE,cg25266327,chr19,16435660,-0.027196492042699,0.608548774836285,hypo,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hypo / down,FALSE,FALSE,FALSE
female,LAX1,TRUE,FALSE,1.083991202481,0.000913628285284983,0.0499253650087988,risk (OR>1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.357519188927142,1.28310602375153e-05,Down in RA,TRUE,cg25625457,chr1,203733042,0.0356104940845429,0.389703731487764,hyper,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hyper / down,FALSE,FALSE,FALSE
female,LPCAT2,TRUE,FALSE,1.09666987789773,0.000193622321052755,0.0126152389178218,risk (OR>1),FALSE,TRUE,,,,FALSE,,,FALSE,0.325504224185342,0.000128509892668179,Up in RA,TRUE,cg07627639,chr16,55544136,0.00443737789505747,0.191835239272764,hyper,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hyper / up,FALSE,FALSE,FALSE
female,LSM2,TRUE,FALSE,1.73858191865098,3.49991459573457e-11,5.92885532517437e-09,risk (OR>1),TRUE,TRUE,,,,FALSE,,,FALSE,-0.128730053396838,0.00147983518797062,Down in RA,TRUE,cg21894862,chr6,31774489,0.00155425360187967,0.576389368582697,hyper,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hyper / down,FALSE,FALSE,FALSE
female,MED1,TRUE,FALSE,0.732427169386649,4.39985861754309e-05,0.00354921928481809,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.187512894901946,9.48396248468534e-08,Down in RA,TRUE,cg05085565,chr17,37607407,0.00581494481791373,0.566962984936512,hyper,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hyper / down,FALSE,FALSE,FALSE
female,NCOA5,TRUE,FALSE,0.421739939439789,1.19995590274947e-06,0.0001270453312036,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.191320964418263,2.39710917344128e-05,Down in RA,TRUE,cg08063745,chr20,44690652,-0.0179769526767414,0.227829709323108,hypo,FALSE,FALSE,,,,,no overlapping DMR,FALSE,hypo / down,FALSE,FALSE,FALSE
female,PGAP3,TRUE,FALSE,0.860569861111821,3.90029485981788e-06,0.000367061082918416,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.197879103669246,1.74073773157708e-05,Down in RA,TRUE,cg23906291,chr17,37844223,-0.00198268968085315,0.686314302635517,hypo,FALSE,FALSE,chr17:37843264-37844870,17,0.00203078387572975,0.0222873627237108,hyper,TRUE,hypo / down,TRUE,FALSE,TRUE
female,PHF19,TRUE,FALSE,0.790603392226377,2.95494911145363e-08,3.57548842485889e-06,protective (OR<1),FALSE,TRUE,,,,FALSE,,,FALSE,-0.187745719068218,3.0016567053995e-05,Down in RA,TRUE,cg11054680,chr9,123639935,0.025978733410894,0.37763646688746,hyper,FALSE,FALSE,chr9:123631254-123631825,5,0.00145384308978637,0.0222873627237108,hyper,TRUE,hyper / down,TRUE,FALSE,TRUE
