cpg,module
cg12861945,grey
cg19801747,grey
cg21717724,grey
cg18811130,grey
cg24591913,grey
cg11430259,grey
cg07464355,black
cg17477052,grey
cg24246628,grey
cg00809820,grey
cg25845597,blue
cg15454820,grey
cg20738202,black
cg24745548,black
cg18522231,grey
cg17833169,grey
cg26900034,black
cg19664712,grey
cg03086067,grey
cg14704780,grey
cg19461383,grey
cg22875332,grey
cg20402074,black
cg05243311,black
cg10612452,grey
cg16708785,black
cg27339282,grey
cg15975750,grey
cg11561443,black
cg04774496,grey
cg13943985,black
cg17588350,grey
cg16449840,black
cg10923662,grey
cg09531436,black
cg00614959,grey
cg17751872,grey
cg04785418,black
cg27560282,black
cg14998086,grey
cg03060590,grey
cg17154563,black
cg16127514,grey
cg13611226,black
cg18057887,grey
cg14161159,grey
cg14380609,black
cg01392184,blue
cg04243827,grey
cg08895590,grey
cg07285237,grey
cg05664664,grey
cg16080552,grey
cg03096830,black
cg26865747,grey
cg23053918,black
cg25636833,blue
cg13154104,black
cg25172604,black
cg07157834,grey
cg25513173,black
cg21395152,black
cg08322580,grey
cg10022553,grey
cg00828689,black
cg02071292,grey
cg05569877,black
cg27205649,grey
cg25066665,grey
cg03606898,grey
cg01178624,grey
cg24847621,grey
cg21698185,grey
cg26694831,grey
cg13683218,black
cg26039829,grey
cg09155575,blue
cg14687298,grey
cg21321885,black
cg18792536,grey
cg06565975,grey
cg14079463,grey
cg06060522,grey
cg01412970,grey
cg20493885,grey
cg24307440,black
cg03699307,blue
cg04945388,black
cg01624173,grey
cg01517571,grey
cg10815657,grey
cg07212292,black
cg26094646,black
cg00733288,grey
cg07148458,grey
cg13811417,grey
cg14460343,grey
cg24346905,grey
cg12968518,grey
cg23601030,grey
cg07926092,grey
cg07057042,grey
cg09007161,black
cg18693985,grey
cg25319279,grey
cg15205559,grey
cg19179603,blue
cg04977124,grey
cg14927745,grey
cg13736514,grey
cg19048327,grey
cg10010393,grey
cg12329405,black
cg14285533,grey
cg10178308,black
cg20603222,grey
cg17420885,grey
cg22526939,grey
cg08547343,grey
cg11406134,grey
cg21736411,grey
cg06341731,grey
cg02919082,grey
cg24455236,grey
cg04580344,grey
cg03741657,black
cg09508938,grey
cg19160520,black
cg09316894,black
cg13096242,blue
cg08823027,grey
cg26427109,black
cg24317190,grey
cg21581287,black
cg27404186,grey
cg15224432,grey
cg07341007,grey
cg00688236,black
cg06834261,black
cg17610333,grey
cg02657760,grey
cg21654974,black
cg24364518,grey
cg19870512,grey
cg18644286,grey
cg11613003,grey
cg16611967,grey
cg16706631,blue
cg24102817,grey
cg25514328,black
cg13209122,black
cg24027202,black
cg24702069,grey
cg22318304,black
cg24545961,grey
cg14646641,grey
cg04378603,black
cg22489583,grey
cg15659132,grey
cg02808338,black
cg15709401,grey
cg20517616,black
cg07628769,grey
cg11223711,grey
cg00698771,grey
cg00571935,grey
cg04917181,grey
cg05567920,black
cg10590925,grey
cg12751644,grey
cg20496693,grey
cg04775238,black
cg14792031,grey
cg08330690,grey
cg08243963,grey
cg11530693,grey
cg15215612,grey
cg17501792,black
cg13974464,grey
cg10236452,grey
cg09894276,grey
cg05983883,black
cg13750264,grey
cg24684739,black
cg11392858,grey
cg23942311,grey
cg12603338,black
cg27093000,grey
cg11166106,grey
cg09315468,yellow
cg03088475,black
cg13298070,grey
cg00363841,grey
cg15719606,grey
cg13712476,black
cg00544901,blue
cg25433490,black
cg12049462,black
cg25498107,grey
cg13500797,black
cg16530595,grey
cg00438215,black
cg06329735,grey
cg03161606,grey
cg01343206,black
cg25901000,grey
cg23958373,grey
cg07916022,grey
cg22620746,grey
cg02006977,black
cg00499399,black
cg06864789,grey
cg12417372,black
cg05643303,black
cg14167415,grey
cg27611887,grey
cg00156216,black
cg02174092,grey
cg25699073,lightgreen
cg26862620,black
cg09840623,grey
cg10208301,grey
cg19585676,grey
cg07654678,black
cg05493407,grey
cg10553204,grey
cg03987199,grey
cg15782153,grey
cg01822573,grey
cg18944910,grey
cg18686665,grey
cg15103675,black
cg06976003,grey
cg19761502,grey
cg07169535,blue
cg15845071,grey
cg06150148,grey
cg11748417,blue
cg24814075,grey
cg04926385,grey
cg21422164,grey
cg25459280,grey
cg03312856,grey
cg00522231,grey
cg16125762,black
cg22619763,black
cg26690034,grey
cg27549878,grey
cg03264670,yellow
cg11295144,black
cg26668626,black
cg18144860,black
cg19238422,black
cg10543947,grey
cg01100864,yellow
cg14895945,grey
cg25993851,blue
cg05719877,blue
cg19261559,black
cg11166893,black
cg22685807,grey
cg22024281,grey
cg21846177,grey
cg03938978,grey
cg11189052,blue
cg09671242,grey
cg23512958,grey
cg03876184,blue
cg18868178,grey
cg24112000,grey
cg23660999,black
cg07629776,grey
cg09501821,grey
cg00993799,blue
cg21171335,grey
cg14192299,grey
cg08170745,grey
cg14215459,grey
cg17508302,grey
cg02599498,grey
cg01996304,grey
cg17929492,black
cg14678442,grey
cg03511311,blue
cg18765565,grey
cg21213617,grey
cg25181751,grey
cg15984406,grey
cg23511169,grey
cg17504698,black
cg18433519,grey
cg00716604,blue
cg15388895,blue
cg05491695,black
cg12489353,grey
cg08134829,black
cg00419333,black
cg09744766,grey
cg23108931,grey
cg01458105,grey
cg22250642,black
cg03372365,black
cg06849719,black
cg08015590,grey
cg09562655,grey
cg07906351,black
cg21111256,grey
cg14893161,grey
cg02769477,grey
cg25622155,black
cg21819984,grey
cg22452837,grey
cg11885357,grey
cg19287610,grey
cg20007643,grey
cg08492202,black
cg05302542,black
cg21550804,grey
cg01286930,grey
cg27402591,black
cg18946787,grey
cg06109664,grey
cg02765225,grey
cg06839380,black
cg10002561,grey
cg19272349,grey
cg10437627,black
cg21944567,black
cg17755888,grey
cg01637175,grey
cg03235083,black
cg19045731,grey
cg02083989,blue
cg24922631,blue
cg26479374,grey
cg10871120,grey
cg10812634,grey
cg16706559,black
cg13346441,grey
cg23763647,grey
cg21434132,grey
cg16530959,grey
cg22051345,grey
cg06999381,grey
cg03003216,grey
cg08118646,blue
cg19493827,grey
cg07001481,blue
cg26813794,black
cg14688104,grey
cg22700015,grey
cg10831901,grey
cg03904042,grey
cg00992297,blue
cg07562055,black
cg26230819,black
cg02249577,grey
cg05779406,grey
cg13207630,grey
cg07521193,grey
cg20569141,black
cg04585209,grey
cg03162686,grey
cg02119577,grey
cg16301894,grey
cg22832407,black
cg25574765,black
cg14162940,grey
cg26715042,grey
cg10191460,grey
cg06988236,blue
cg26755097,black
cg15411550,black
cg04506728,grey
cg07873154,grey
cg06570025,black
cg04783966,black
cg02216295,black
cg19066060,black
cg24475210,blue
cg13399903,grey
cg05668405,black
cg02133786,grey
cg11199770,black
cg08172999,grey
cg16667508,grey
cg14133635,grey
cg24127743,grey
cg19085146,grey
cg09229797,grey
cg20073313,grey
cg01883591,black
cg25335841,grey
cg26272058,black
cg16106427,grey
cg05234568,grey
cg13900773,grey
cg13590055,grey
cg00298153,grey
cg11480278,grey
cg27260738,black
cg14304349,grey
cg22571038,grey
cg05767788,blue
cg12965799,black
cg17755880,blue
cg09841842,grey
cg13403462,grey
cg08047124,blue
cg09150117,black
cg21081097,black
cg13997649,black
cg25877086,black
cg06286685,grey
cg05659223,black
cg09506600,grey
cg19233923,blue
cg20901426,grey
cg09622121,grey
cg21736038,black
cg27405321,black
cg07148880,black
cg21365564,black
cg08319422,blue
cg14927855,grey
cg03455316,grey
cg12128740,grey
cg08180285,black
cg21364560,grey
cg21610815,grey
cg00681103,black
cg19969778,black
cg10599438,grey
cg24527560,grey
cg23231268,grey
cg24703804,grey
cg22651271,black
cg09705457,grey
cg07594247,grey
cg00013655,grey
cg23268197,grey
cg11146691,grey
cg07973095,grey
cg12504187,black
cg16516959,black
cg19876987,grey
cg07075026,grey
cg11978873,blue
cg20269997,black
cg04499901,black
cg15212455,grey
cg07314337,grey
cg24740026,black
cg03621881,black
cg19738233,grey
cg18096251,grey
cg04921814,blue
cg03429968,grey
cg24895754,black
cg25840208,yellow
cg17526424,black
cg18603466,black
cg20491223,grey
cg23214606,grey
cg25513933,grey
cg05103387,black
cg01065977,grey
cg18095725,black
cg12624829,black
cg05926928,grey
cg01763702,black
cg15007959,grey
cg14417784,grey
cg27097438,grey
cg00515161,black
cg00101154,grey
cg12623852,grey
cg09408571,grey
cg04520396,tan
cg05783139,grey
cg03447554,grey
cg25267487,grey
cg19815565,grey
cg24419828,black
cg03115019,grey
cg18887608,black
cg20540806,black
cg23257386,black
cg15881990,black
cg21755440,grey
cg02734259,grey
cg12799314,grey
cg12042659,black
cg14089267,grey
cg09667551,black
cg06926377,grey
cg18264306,blue
cg24000099,black
cg01074767,grey
cg08016802,grey
cg21258057,grey
cg18850127,grey
cg09654669,grey
cg20295248,grey
cg01725199,black
cg24708350,black
cg21609526,grey
cg03517284,grey
cg11508669,blue
cg01214346,grey
cg26351027,black
cg11239220,black
cg08992324,grey
cg15614628,grey
cg27046936,grey
cg14959291,grey
cg24804544,black
cg12046602,grey
cg24055655,black
cg05511815,black
cg02271560,grey
cg10006408,black
cg25799969,black
cg21862353,grey
cg02060408,black
cg07007674,black
cg05694749,grey
cg24664526,black
cg09660878,grey
cg23348014,grey
cg01614237,grey
cg25683069,black
cg13353717,grey
cg12006118,grey
cg24680439,grey
cg24410064,blue
cg13697193,grey
cg04206699,grey
cg19040032,black
cg10130344,black
cg09817162,grey
cg11666770,grey
cg22566624,black
cg14460953,black
cg26665055,yellow
cg12711755,tan
cg09127314,grey
cg07870920,grey
cg24838517,black
cg25350087,black
cg05217468,blue
cg19464247,grey
cg01176271,black
cg09446995,black
cg09978860,grey
cg05698228,black
cg05773442,black
cg04062383,grey
cg16294570,black
cg09621938,black
cg14677130,grey
cg01699425,black
cg14228592,grey
cg08738040,black
cg11618704,blue
cg24712108,black
cg12025522,grey
cg05526731,grey
cg01788773,grey
cg15116481,grey
cg22905511,grey
cg13622209,black
cg10254974,black
cg09360571,black
cg20039944,blue
cg26516362,grey
cg25510282,grey
cg08085267,grey
cg01438737,blue
cg10923346,black
cg24850932,black
cg18188782,black
cg22746765,black
cg27159088,black
cg14542802,grey
cg04704193,grey
cg05844852,black
cg02573825,grey
cg16434002,black
cg07092448,grey
cg10102256,grey
cg06128195,black
cg11766577,grey
cg04309230,black
cg17971929,grey
cg08316775,blue
cg15595755,grey
cg23533254,black
cg12082025,grey
cg25364880,black
cg19738812,blue
cg26372060,grey
