cpg,chr,pos,UCSC_RefGene_Name,Relation_to_Island,logFC_M,dbeta,t,p_raw,p_bacon,fdr_bacon
cg14438812,chr10,574670,DIP2C,N_Shore,-0.103489358235944,0.0188576436657165,-4.11697212756074,4.66372650027727e-05,0.000695696285749816,0.258516552376465
cg02259743,chr14,58666188,ACTR10,N_Shore,0.120104449815251,0.0141977072555753,4.00608486541748,7.35960374444242e-05,0.000731242049747346,0.259504919828312
cg19160520,chr1,226927217,ITPKB,S_Shore,0.190737921097427,0.0415173156043885,4.00562996966774,7.37323338880878e-05,0.000732250574205585,0.259504919828312
cg01231485,chr12,133140633,FBRSL1,Island,0.0697535726370349,0.0211526344902625,4.00514350107355,7.3878355354779e-05,0.000733330526643619,0.259504919828312
cg24844313,chr1,226926318,ITPKB,Island,-0.0674191350833674,-0.000105314721198194,-4.09551680816504,5.09818452039055e-05,0.000742484073019814,0.259556842182043
cg19685205,chr12,8672038,CLEC4D,OpenSea,0.143959487674457,0.0213423322839703,3.96441882204811,8.7124927760374e-05,0.000829169070012001,0.2708978755772
cg02909446,chr10,73849124,SPOCK2,S_Shore,0.0899246579494263,0.0435178894967635,3.9642418406235,8.71871296790622e-05,0.000829609826784548,0.2708978755772
cg07021447,chr14,69418951,ACTN1,OpenSea,0.0805885993863369,0.00340350496425168,3.96254736324887,8.77848066198954e-05,0.000833840790463051,0.271047951984293
cg00035000,chr1,25255003,RUNX3,N_Shore,0.126723930526619,0.0163008094844806,3.96085917460665,8.83841277074806e-05,0.000838075948776853,0.271357844049785
cg14012264,chr7,4743426,FOXK1,OpenSea,-0.135060394447669,-0.0168977312525723,-4.03925183451798,6.42782064911281e-05,0.000879420976669272,0.273479977734864
cg27146574,chr16,3614909,NLRC3,S_Shore,0.0751726951130454,0.0038556068584179,3.94271560887364,9.50749784722337e-05,0.000884869461298378,0.273868709566906
cg19172447,chr12,132551483,EP400,OpenSea,0.157962757263454,0.0169272350508264,3.9253912938543,0.000101909576865652,0.000931799820728927,0.278094680279498
cg12059864,chr6,111989790,FYN,OpenSea,0.0751088971674747,0.018000713022908,3.91683289658251,0.000105455283811803,0.00095582539925781,0.279147689593764
cg18912520,chr6,41528623,FOXP4,Island,0.167204095867775,0.00675699761893879,3.91045408698193,0.00010817366414835,0.000974104138843267,0.279147689593764
cg24147543,chr6,32554481,HLA-DRB1,S_Shelf,0.597396103468313,0.0575027163036448,3.90596518937761,0.000110126282986651,0.000987160728505236,0.280004938212101
cg17651255,chr1,25559743,SYF2,S_Shore,0.149968972700471,0.0183976677695734,3.90510615030024,0.00011050373993941,0.000989677762208271,0.280004938212101
cg11668638,chr6,42952412,PPP2R5D,OpenSea,-0.0975513606285093,-0.00841966891577636,-3.99856864736967,7.58790297066075e-05,0.000992637490452637,0.280004938212101
cg16333971,chr13,30424821,UBL3,Island,0.233992704907447,0.00655874067742063,3.90131954768063,0.000112182201163471,0.00100084370816529,0.280384543110782
cg00813162,chr14,69443362,ACTN1,N_Shore,0.0490400951507322,-0.0236554227436387,3.89569214383578,0.00011472127579075,0.00101765341486168,0.281374996850776
cg02355868,chr16,89034797,CBFA2T3,S_Shore,-0.127888284128991,-0.00924489137611434,-3.98497292922713,8.01803807053479e-05,0.0010333855356114,0.28185551635649
cg10632894,chr6,32552453,HLA-DRB1,S_Shore,0.505672571316693,0.0346602086554898,3.87586928200353,0.000124105487774517,0.00107897023412179,0.28437480234573
cg08315613,chr19,11074303,SMARCA4,S_Shore,0.0613970647193976,0.0687648485244342,3.87335423724951,0.000125346767953592,0.0010869895949137,0.284375876940976
cg19628988,chr5,139040928,CXXC5,Island,0.114006446424675,-0.0359765341304997,3.87017674036746,0.000126931794651044,0.00109720003892223,0.284466523227599
cg04747842,chr7,100477260,SRRT,S_Shelf,-0.13264400761105,-0.0196737385014786,-3.95245021801142,9.14276205414614e-05,0.00113722117906233,0.28851070649109
cg15598425,chr19,48956889,GRWD1,S_Shore,0.111876835009404,0.0132006874363414,3.84931110004646,0.000137820817913673,0.00116648325564455,0.290033159184648
cg06683487,chr16,936480,LMF1,OpenSea,0.156878930153809,0.00575742426384074,3.8355286441972,0.000145491529382954,0.00121444102482211,0.293280444576337
cg00920098,chr7,2962795,CARD11,OpenSea,0.0902996985249764,0.0120563267392909,3.82691866592612,0.000150486397925376,0.00124531797994846,0.295220519646494
cg00582583,chr16,88992178,CBFA2T3,N_Shore,0.180787327853011,0.0188066971457553,3.82037754369185,0.000154388920768969,0.00126925844622495,0.297300552454131
cg10154826,chr6,17600994,FAM8A1,Island,0.346809152234251,0.0513250720647366,3.81937609180059,0.000154994774806977,0.00127296103611328,0.297392797762835
cg09153080,chr11,60739183,CD6,OpenSea,-0.117401230892981,-0.0134524011192727,-3.90826332581716,0.000109122487678936,0.00129378527426035,0.298810792469317
cg20146868,chr19,48948963,GRWD1,N_Shore,0.124486058232699,0.0149479236278415,3.81178912327915,0.000159658214238622,0.00130133731641556,0.29926607849404
cg18183961,chr4,40519094,RBM47,OpenSea,0.0740190543358182,-0.0110882923204628,3.8060834658944,0.000163252256831937,0.00132306059640948,0.299864209365515
cg26884973,chr17,48228073,PPP1R9B,Island,0.0992805446416743,0.0189086353861914,3.79593743812752,0.000169832799506933,0.001362518247817,0.300863499588041
cg25154630,chr1,67389698,MIER1,N_Shore,-0.160231185955611,-0.00672212612920731,-3.88678377079413,0.000118852245769852,0.00137687183278821,0.30153054777923
cg19828298,chr1,3713105,LRRC47,Island,-0.105537879798364,-0.014275655675069,-3.88218524867476,0.000121039372173388,0.00139528745232493,0.30164827661657
cg09703114,chr12,132515752,EP400,S_Shore,-0.153155940330255,-0.0268219515007411,-3.87497497332418,0.000124545528074518,0.00142462005373716,0.303278964485266
cg12053291,chr12,125282342,SCARB1,OpenSea,0.100192236058488,0.00326342862937257,3.76734264981409,0.000189752396312866,0.00147963710727844,0.305869420033622
cg15760474,chr6,41554529,FOXP4,OpenSea,-0.166750347435917,-0.0197618326717084,-3.85772258135063,0.00013332896696768,0.00149712799030824,0.306136041871741
cg11133963,chr17,47297512,ABI3,S_Shore,0.0909423494098139,0.0401600014116666,3.75282513362848,0.000200690074393431,0.00154258505119479,0.309938622960274
cg18642234,chr3,49394622,GPX1,N_Shore,0.0716587422319895,-0.0148841280379436,3.75143133613439,0.000201770894435955,0.0015487565379538,0.310757209192243
cg15700197,chr1,159409207,OR10J1,OpenSea,-0.11577962084229,-0.00104364142331848,-3.83679974609957,0.000144767541938534,0.00158961921312712,0.313334970039362
cg20435896,chr4,40632723,RBM47,S_Shore,0.0717395890374477,-0.027923741394328,3.73645692291129,0.000213734314454152,0.00161651004740202,0.313972975619593
cg07021777,chr4,88312416,HSD17B11,OpenSea,0.111997073222435,0.0171475983431322,3.73130597581878,0.000218001848361404,0.00164043967193937,0.314426668573644
cg04594507,chr12,133120760,FBRSL1,OpenSea,0.167046772586915,0.017718185061163,3.71514186254337,0.000231921031013347,0.00171766537043035,0.316677107166194
cg20115117,chr3,71277910,FOXP1,OpenSea,-0.155856884302711,-0.0291008357131163,-3.80275696894384,0.000165382764868985,0.0017514139821636,0.317139708661382
cg08314679,chr10,102295474,HIF1AN,OpenSea,0.0982695151502075,0.0126905804705381,3.69850538769604,0.000247118428304673,0.00180062746421827,0.320424686786162
cg25038330,chr10,463561,DIP2C,N_Shelf,-0.10770481466095,-0.00988297142822148,-3.77923710276597,0.000181212634812545,0.00187189649262887,0.324293291909899
cg17524151,chr16,475494,RAB11FIP3,Island,-0.0952653215995554,-0.00350233553163051,-3.77855891450006,0.00018168963296339,0.00187548089059552,0.324369334810704
cg18516035,chr6,32975107,HLA-DOA,N_Shore,0.0743677548198039,0.0082447282318272,3.67770286575426,0.000267441862089641,0.00190954309589735,0.326022868672553
cg27180443,chr12,125348871,SCARB1,S_Shore,0.0566730731004883,0.0122197509133488,3.67730465065078,0.000267845829266521,0.0019116858306665,0.326157662158459
cg18497508,chr6,41528345,FOXP4,Island,0.0838687257556454,0.00848473951682635,3.67543178531007,0.000269753459168083,0.00192179307798712,0.326670612036693
cg03419646,chr17,47297268,ABI3,Island,0.111380563388767,0.0345954029144533,3.6742741746947,0.000270938942135456,0.00192806484208327,0.326849035616902
cg07080220,chr10,102295463,HIF1AN,OpenSea,0.137172291046875,0.0179960178653753,3.6715461567835,0.00027375205818931,0.00194291924546509,0.326849035616902
cg06535156,chr6,155538055,TIAM2,N_Shore,0.067823586526786,-0.0142965815259808,3.6699229476459,0.000275438916743769,0.00195180761209299,0.326849035616902
cg08949974,chr4,40632860,RBM47,S_Shore,0.081667467700739,-0.0582090817994795,3.6550370245793,0.000291371120323664,0.00203507817728568,0.330336173004618
cg00465359,chr9,36401311,RNF38,Island,0.10478292591272,0.0160535029898742,3.63958935012657,0.00030881817252738,0.00212492712288055,0.334407366255495
cg04137128,chr15,75744262,SIN3A,Island,0.0947890469433566,0.0115842646375315,3.61382973038583,0.000340112729203316,0.00228287905073804,0.339726900085799
cg03631294,chr17,62007941,CD79B,OpenSea,0.0584357708420275,0.0232758905799301,3.60578500646539,0.000350480840702821,0.00233436832374677,0.342056118798714
cg15200418,chr7,4755010,FOXK1,N_Shelf,0.0993687030806717,-0.0404571490222201,3.59775694496312,0.000361122730472037,0.00238680911484071,0.343858886178949
cg23249369,chr20,57426759,GNAS,Island,0.0896460349094319,0.0131126500638051,3.5922793047395,0.00036855707594503,0.00242320668830345,0.344139069867516
cg27220598,chr12,69863916,FRS2,N_Shore,0.102611947455011,0.0135032285727879,3.58761444996131,0.000375001291091239,0.00245460327216819,0.345836550191333
cg01678062,chr3,122283327,PARP9,Island,-0.0939479747008641,0.00204256668882075,-3.67317844234981,0.00027206557097359,0.00251558092715603,0.349599156409887
cg03537301,chr5,56246561,MIER3,Island,0.161394844236644,0.0122186354902016,3.57772836847058,0.000389009353885926,0.00252237494878433,0.34975031055927
cg06156260,chr1,25292412,RUNX3,OpenSea,0.120535387591968,0.0209443338848583,3.57696501519878,0.000390111151789833,0.00252767846676383,0.349764222110817
cg06415304,chr16,28304303,SBK1,Island,0.127957211062076,0.0231971163046218,3.57066593343438,0.000399315407430244,0.00257183323054312,0.350049849928213
cg22989942,chr20,57426950,GNAS,Island,0.0569518967567583,0.0214795871841866,3.56810021670276,0.000403122497565564,0.00259001946309324,0.350670704182542
cg08641278,chr10,73848764,SPOCK2,S_Shore,0.101116702553349,-0.0166357471928316,3.56455667923069,0.000408436497301758,0.00261533002226663,0.350762632703871
cg20256009,chr1,153363020,S100A8,OpenSea,0.0712092137987628,-0.00867694020684612,3.56318709504602,0.000410507911001988,0.00262517304288153,0.351122853049379
cg10621377,chr12,133656627,ZNF140,N_Shore,0.137102982978176,0.0157176223997809,3.56263521781422,0.000411345372769867,0.00262914887511055,0.351350768470446
cg16158296,chr21,45559077,C21orf33,N_Shore,0.0696752812433956,0.0104404185874181,3.56012761832167,0.00041517081369436,0.00264728353422009,0.352060387300631
cg05281796,chr6,32975360,HLA-DOA,N_Shore,0.17824052721029,0.0182535857505662,3.5548628075434,0.000423311260339905,0.00268573057515162,0.35396309882571
cg13003239,chr3,49044627,WDR6,Island,-0.162869262008069,-0.0200690866314528,-3.64085363752553,0.000307354161064634,0.00274872513276781,0.355481722687935
cg17327630,chr7,148937187,ZNF212,Island,-0.102181407400291,-0.0036277321118182,-3.6403691209516,0.000307914445880185,0.00275236519489423,0.355481722687935
cg09782637,chr10,374092,DIP2C,S_Shore,-0.124321257230716,-0.0246319574175661,-3.6363126102271,0.000312643114115106,0.00278301403304164,0.355481722687935
cg25920207,chr11,117102799,PCSK7,Island,-0.10040339834883,-0.00828108601389986,-3.63452011093879,0.00031475429365773,0.00279665624613977,0.355481722687935
cg12255293,chr12,120967035,COQ5,Island,0.117107270314841,0.0122942372402822,3.5390586084361,0.000448655359868115,0.00280422820155057,0.355481722687935
cg09139047,chr6,32552042,HLA-DRB1,Island,0.58493308668912,0.0610574833205418,3.53313083091072,0.000458522683540678,0.00284989147837369,0.355851758047222
cg16618003,chr1,65432492,JAK1,Island,-0.0955721581018142,-0.00912939813441348,-3.62600603856564,0.000324966245741759,0.00286229226238725,0.356403204486212
cg06430465,chr16,1014935,LMF1,Island,-0.201653151650433,0.017621627162806,-3.6145020509948,0.000339259405663941,0.00295321214001163,0.35953141765392
cg07076109,chr7,4747261,FOXK1,OpenSea,-0.141927240404914,-0.019070172917776,-3.59846404254589,0.000360173368640114,0.00308436641679279,0.364340341350427
cg17076443,chr6,112115190,FYN,OpenSea,0.0991548082717811,0.0223234102142191,3.49993222932386,0.000517647009642906,0.00311841474605211,0.366344903999577
cg00667298,chr6,29576329,GABBR1,OpenSea,0.0565095070350488,0.0229538918862764,3.49629724941395,0.000524537037415468,0.00314917560542395,0.367367009002414
cg05055782,chr3,49396193,GPX1,S_Shore,-0.0710673295356122,-0.0250224174668793,-3.55996869388702,0.000415414379462078,0.00342111971488508,0.373033178279772
cg24793625,chr19,56165307,U2AF2,Island,0.0922091371682602,0.0137757436022711,3.46440184229348,0.000588780758584577,0.00343118715885795,0.373341401617418
cg13707793,chr5,139045301,CXXC5,N_Shelf,0.138354115449335,0.0130349715161741,3.46272341282902,0.000592357158885957,0.00344664538395841,0.373548980262834
cg01515559,chr12,132537065,EP400,OpenSea,-0.0835929681073275,-0.0111718638731523,-3.55451133901235,0.000423859993326439,0.00347147909660176,0.374131189030835
cg03399598,chr4,174091002,GALNT7,Island,-0.101994699216632,-0.0218921202232248,-3.5541439886521,0.000424434234458829,0.00347489304731581,0.374131189030835
cg05053403,chr12,133120676,FBRSL1,OpenSea,0.456051302095629,0.0163782776717901,3.45926787505859,0.000599784227971087,0.00347867043055551,0.374186788989257
cg06095699,chr12,100594421,ACTR6,N_Shore,0.135520365816348,0.0194606260382733,3.45044925542719,0.000619134473221112,0.00356163028493942,0.375350011265604
cg04884481,chr14,99736387,BCL11B,Island,0.179664350165591,0.00827818258416502,3.44480495367337,0.000631823832571363,0.00361566868550563,0.376529767084471
cg16842053,chr7,3083333,CARD11,OpenSea,0.11614504902029,0.00485637875261686,3.44451131884979,0.000632490573963394,0.0036185002375691,0.376641280617483
cg18298785,chr6,41569800,FOXP4,OpenSea,0.0768123488985004,0.0059529643017382,3.44315015179735,0.000635589895732621,0.00363165247842741,0.377179285619876
cg24490039,chr12,120967180,COQ5,S_Shore,0.118932786108408,0.0173173374893659,3.43740701627627,0.000648823570609615,0.00368762540361341,0.379242287108158
cg13712476,chr19,44716600,ZNF227,Island,0.216205725182549,0.0305170896437766,3.42705475703187,0.000673329745889791,0.00379050398564216,0.381214530597179
cg22930808,chr3,122281881,PARP9,N_Shore,-0.158925723428444,-0.039734179194151,-3.52100263924984,0.000479347808272886,0.00379576151696502,0.38151102818127
cg15658543,chr7,3026309,CARD11,OpenSea,0.110504015295911,0.00540619575248547,3.42144980242375,0.000686955726767135,0.00384728681255229,0.383114196387713
cg23908638,chr6,29579475,GABBR1,OpenSea,-0.148407771053606,-0.0160290091310292,-3.5114664595253,0.000496340596968337,0.00389295301302153,0.383902203158977
cg13497506,chr11,34127040,NAT10,Island,0.198993483750309,0.00683181093780513,3.41245778213646,0.000709354433002743,0.00393999951681963,0.385216054063231
cg10460813,chr16,87749116,KLHDC4,OpenSea,0.105575725940052,0.0284742529890824,3.4115864631875,0.000711560670100746,0.0039490902735013,0.385382990102407
cg08553913,chr17,37028977,LASP1,S_Shore,0.0480580935611653,0.00941507460152891,3.40423916858757,0.000730420637391637,0.00402650781974181,0.387163908617744
cg19050973,chr4,84206169,COQ2,S_Shore,0.148575936010538,0.0294719210715909,3.40152643023239,0.000737501085890784,0.00405543810700458,0.388218790871176
cg01729739,chr16,2810175,SRRM2,N_Shelf,0.0740837442979024,0.0127284049410936,3.39227363292633,0.000762135810757207,0.0041555404436154,0.389703509122649
cg00402956,chr16,88949636,CBFA2T3,N_Shore,0.0689769799083237,0.0208160271385155,3.38640214549777,0.000778163574145054,0.00422021898256413,0.389703731487764
cg14709524,chr16,89940631,TCF25,Island,0.0857776801590161,0.0152747821342814,3.38309014377999,0.000787342540986132,0.00425710450284147,0.389998719037242
cg24591318,chr4,40632020,RBM47,Island,0.117653122815914,0.0128174657273009,3.380778843527,0.000793807789377306,0.00428301823446336,0.390174637272584
cg16245510,chr1,25559209,SYF2,S_Shore,0.118618245957429,0.0148752317573471,3.37572979246369,0.00080810357074024,0.00434012516425759,0.391486312979431
cg25499748,chr9,139886815,C9orf142,Island,0.141341525298187,0.00405920235528603,3.3683806413775,0.000829340804587344,0.00442448128923604,0.392890438249488
cg09862941,chr1,25232337,RUNX3,N_Shelf,0.0607087924281194,0.0187070580058981,3.36830236741913,0.000829569768674368,0.0044253876876619,0.392890438249488
cg13706784,chr16,1014975,LMF1,Island,-0.108128751961024,0.018684496249896,-3.46238442286053,0.000593081938612615,0.00442988295822442,0.392890438249488
cg10159923,chr4,861224,GAK,OpenSea,-0.101783280968591,-0.00484185451403618,-3.45800205950069,0.000602526579326032,0.00448094612870343,0.393058361577117
cg15545222,chr12,120967037,COQ5,Island,0.101503547669055,0.0114489339537884,3.3612771021881,0.00085036119623975,0.00450742764187746,0.39308029606495
cg08906366,chr7,4803811,FOXK1,S_Shore,-0.138965507141444,-0.0131799731837999,-3.44362287334364,0.000634511924434332,0.00465225974294178,0.395175335730694
cg08531623,chr16,969293,LMF1,S_Shore,0.0937994816829356,0.0248097306513051,3.3483309604458,0.000889951558823108,0.00466222839992427,0.395462043417965
cg25126812,chr14,69445989,ACTN1,Island,0.0719241648189695,0.00731202767430154,3.34579097764002,0.000897917552492656,0.00469315869126368,0.395634048721364
cg26963976,chr16,57023483,NLRC5,Island,0.130315375659364,0.00417959936455981,3.33073922376935,0.000946501005030444,0.00488029207853375,0.39820620938791
cg24540913,chr10,102046174,BLOC1S2,Island,0.125175153846976,0.0344511419868731,3.32950526452873,0.000950590446681989,0.00489592890646899,0.398242433792736
cg08128228,chr1,167191360,POU2F1,Island,-0.113653420629163,-0.00106786124323514,-3.42147107626209,0.000686903525861944,0.00492780207133919,0.398716866023541
cg05606039,chr17,73511506,TSEN54,Island,-0.0634069443900628,-0.00999787928220402,-3.39818887283122,0.000746300149424143,0.00523323843119024,0.404845856414012
cg08571469,chr7,4798530,FOXK1,Island,-0.113082898898244,-0.0122885326052962,-3.39765853812268,0.00074770728985765,0.00524039083469558,0.405015665931589
cg12531838,chr10,531914,DIP2C,S_Shore,0.108072420494377,0.0131553645556443,3.30175520654292,0.00104700958166889,0.00525976525565883,0.405029061522914
cg18224653,chr20,57426979,GNAS,Island,0.0704108631258126,0.0303241832068095,3.29612976218683,0.00106763102715416,0.00533643370277614,0.406262180901297
cg27027803,chr20,57464742,GNAS,Island,0.050315550986233,0.0135292158139634,3.29410484637518,0.00107514570513601,0.00536427709611142,0.406419689489227
cg00020297,chr6,17600383,FAM8A1,Island,0.124653336352705,0.00509286210269511,3.29223067145085,0.00108214470092067,0.00539016457079141,0.407172622950392
cg00798428,chr4,84205382,COQ2,Island,0.0907161160741474,0.00984401154542207,3.28827726074211,0.00109704742012378,0.00544514225170553,0.4075736708827
