cpg,gene,dmr_fdr,tier
cg13441378,TAGLN3,0.0110891791530635,DMR_top50
cg13477101,C7orf50,0.0110891791530635,DMR_top50
cg14098532,TAGLN3,0.0110891791530635,DMR_top50
cg14596589,SLC12A7,0.0110891791530635,DMR_top50
cg14686919,SLC17A9,0.0110891791530635,DMR_top50
cg14770958,TAGLN3,0.0110891791530635,DMR_top50
cg14799809,HLA-DQA1,0.0110891791530635,DMR_top50
cg15014361,HLA-DQA1,0.0110891791530635,DMR_top50
cg15677087,SLC17A9,0.0110891791530635,DMR_top50
cg16097357,MYO15B,0.0110891791530635,DMR_top50
cg16163535,SLC12A7,0.0110891791530635,DMR_top50
cg16218477,C7orf50,0.0110891791530635,DMR_top50
cg16431720,HLA-DQA1,0.0110891791530635,DMR_top50
cg16552454,SLC17A9,0.0110891791530635,DMR_top50
cg17421046,HLA-DQA1,0.0110891791530635,DMR_top50
cg18151345,SLC15A3,0.0110891791530635,DMR_top50
cg18998911,TAGLN3,0.0110891791530635,DMR_top50
cg19773466,SLC12A7,0.0110891791530635,DMR_top50
cg19778003,TAGLN3,0.0110891791530635,DMR_top50
cg19987356,PLEKHH3,0.0110891791530635,DMR_top50
cg20007465,C7orf50,0.0110891791530635,DMR_top50
cg20126106,TAGLN3,0.0110891791530635,DMR_top50
cg20669292,PLEKHH3,0.0110891791530635,DMR_top50
cg20925462,TAGLN3,0.0110891791530635,DMR_top50
cg20941855,TAGLN3,0.0110891791530635,DMR_top50
cg21292981,C7orf50,0.0110891791530635,DMR_top50
cg21455983,SLC17A9,0.0110891791530635,DMR_top50
cg21855816,C7orf50,0.0110891791530635,DMR_top50
cg21946374,SLC12A7,0.0110891791530635,DMR_top50
cg22287064,MYO15B,0.0110891791530635,DMR_top50
cg22883889,SLC17A9,0.0110891791530635,DMR_top50
cg22933800,HLA-DQA1,0.0110891791530635,DMR_top50
cg23572944,SLC15A3,0.0110891791530635,DMR_top50
cg24881289,PLEKHH3,0.0110891791530635,DMR_top50
cg25032094,MYO15B,0.0110891791530635,DMR_top50
cg25183613,TAGLN3,0.0110891791530635,DMR_top50
cg26303934,C7orf50,0.0110891791530635,DMR_top50
cg26329715,SLC17A9,0.0110891791530635,DMR_top50
cg26980692,SLC15A3,0.0110891791530635,DMR_top50
cg27287438,C7orf50,0.0110891791530635,DMR_top50
cg27454412,C7orf50,0.0110891791530635,DMR_top50
cg01409343,VMP1,0.0167675380623863,DMR_top50
cg02339793,SLC38A10,0.0167675380623863,DMR_top50
cg02782634,VMP1,0.0167675380623863,DMR_top50
cg07656922,SLC38A10,0.0167675380623863,DMR_top50
cg09236163,C15orf26,0.0167675380623863,DMR_top50
cg12054453,VMP1,0.0167675380623863,DMR_top50
cg14380111,C15orf26,0.0167675380623863,DMR_top50
cg16936953,VMP1,0.0167675380623863,DMR_top50
cg18028999,C15orf26,0.0167675380623863,DMR_top50
cg18054026,C15orf26,0.0167675380623863,DMR_top50
cg18837035,C15orf26,0.0167675380623863,DMR_top50
cg18942579,VMP1,0.0167675380623863,DMR_top50
cg19776793,SLC38A10,0.0167675380623863,DMR_top50
cg22462714,SLC38A10,0.0167675380623863,DMR_top50
cg23939642,SLC38A10,0.0167675380623863,DMR_top50
cg25029264,C15orf26,0.0167675380623863,DMR_top50
cg26546864,C15orf26,0.0167675380623863,DMR_top50
cg26726230,SLC38A10,0.0167675380623863,DMR_top50
cg27045999,C15orf26,0.0167675380623863,DMR_top50
cg27136994,C15orf26,0.0167675380623863,DMR_top50
cg27419860,C15orf26,0.0167675380623863,DMR_top50
cg27529668,SLC38A10,0.0167675380623863,DMR_top50
cg00943909,GNAS,0.0239436558853219,DMR_top50
cg01017090,GNAS,0.0239436558853219,DMR_top50
cg01715551,GNAS,0.0239436558853219,DMR_top50
cg01817393,GNAS,0.0239436558853219,DMR_top50
cg02890368,GNAS,0.0239436558853219,DMR_top50
cg03010274,GNAS,0.0239436558853219,DMR_top50
cg03908391,GNAS,0.0239436558853219,DMR_top50
cg04257105,GNAS,0.0239436558853219,DMR_top50
cg04457481,GNAS,0.0239436558853219,DMR_top50
cg04677683,GNAS,0.0239436558853219,DMR_top50
cg05309239,GNAS,0.0239436558853219,DMR_top50
cg06065549,GNAS,0.0239436558853219,DMR_top50
cg06200857,GNAS,0.0239436558853219,DMR_top50
cg06324048,GNAS,0.0239436558853219,DMR_top50
cg06693667,GNAS,0.0239436558853219,DMR_top50
cg07105596,GNAS,0.0239436558853219,DMR_top50
cg07947033,GNAS,0.0239436558853219,DMR_top50
cg08091561,GNAS,0.0239436558853219,DMR_top50
cg08166863,GNAS,0.0239436558853219,DMR_top50
cg08587534,GNAS,0.0239436558853219,DMR_top50
cg09123158,GNAS,0.0239436558853219,DMR_top50
cg10302550,GNAS,0.0239436558853219,DMR_top50
cg11285807,GNAS,0.0239436558853219,DMR_top50
cg11669839,GNAS,0.0239436558853219,DMR_top50
cg12321149,GNAS,0.0239436558853219,DMR_top50
cg12573482,GNAS,0.0239436558853219,DMR_top50
cg13728472,GNAS,0.0239436558853219,DMR_top50
cg14176797,GNAS,0.0239436558853219,DMR_top50
cg14309385,GNAS,0.0239436558853219,DMR_top50
cg14482474,GNAS,0.0239436558853219,DMR_top50
cg14564778,GNAS,0.0239436558853219,DMR_top50
cg15160445,GNAS,0.0239436558853219,DMR_top50
cg15631127,GNAS,0.0239436558853219,DMR_top50
cg16833551,GNAS,0.0239436558853219,DMR_top50
cg17414107,GNAS,0.0239436558853219,DMR_top50
cg17841572,GNAS,0.0239436558853219,DMR_top50
cg18224653,GNAS,0.0239436558853219,DMR_top50
cg19140375,GNAS,0.0239436558853219,DMR_top50
cg19589727,GNAS,0.0239436558853219,DMR_top50
cg19592829,GNAS,0.0239436558853219,DMR_top50
cg19640589,GNAS,0.0239436558853219,DMR_top50
cg20528838,GNAS,0.0239436558853219,DMR_top50
cg21938532,GNAS,0.0239436558853219,DMR_top50
cg22290117,GNAS,0.0239436558853219,DMR_top50
cg22860367,GNAS,0.0239436558853219,DMR_top50
cg22989942,GNAS,0.0239436558853219,DMR_top50
cg23249369,GNAS,0.0239436558853219,DMR_top50
cg24346429,GNAS,0.0239436558853219,DMR_top50
cg24617313,GNAS,0.0239436558853219,DMR_top50
cg25229306,GNAS,0.0239436558853219,DMR_top50
cg25326570,GNAS,0.0239436558853219,DMR_top50
cg25652859,GNAS,0.0239436558853219,DMR_top50
cg26496204,GNAS,0.0239436558853219,DMR_top50
cg26534489,GNAS,0.0239436558853219,DMR_top50
cg26811638,GNAS,0.0239436558853219,DMR_top50
cg27262796,GNAS,0.0239436558853219,DMR_top50
cg27304369,GNAS,0.0239436558853219,DMR_top50
cg27661264,GNAS,0.0239436558853219,DMR_top50
cg00027674,RAB38,0.0435352689678904,DMR_top50
cg00028881,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg00082491,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg00084435,"LRRC14B, CTD-2083E4.7",0.0435352689678904,DMR_top50
cg00087098,G3BP2,0.0435352689678904,DMR_top50
cg00099519,"LRRC14B, CTD-2083E4.7",0.0435352689678904,DMR_top50
cg00155535,RP13-977J11.2,0.0435352689678904,DMR_top50
cg00171725,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg00220102,ABAT,0.0435352689678904,DMR_top50
cg00231389,ABAT,0.0435352689678904,DMR_top50
cg00267746,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg00281967,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg00286878,MEST,0.0435352689678904,DMR_top50
cg00370229,OR2I1P,0.0435352689678904,DMR_top50
cg00428692,"LRRC14B, CTD-2083E4.7",0.0435352689678904,DMR_top50
cg00466827,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg00473384,"DSTN, BFSP1",0.0435352689678904,DMR_top50
cg00507354,G3BP2,0.0435352689678904,DMR_top50
cg00674706,OR2I1P,0.0435352689678904,DMR_top50
cg00704844,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg00772407,DUSP6,0.0435352689678904,DMR_top50
cg00795626,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg00846340,RNF4,0.0435352689678904,DMR_top50
cg00851518,SYTL1,0.0435352689678904,DMR_top50
cg00881185,NLRC5,0.0435352689678904,DMR_top50
cg00898026,,0.0435352689678904,DMR_top50
cg00943585,RP5-1086L22.1,0.0435352689678904,DMR_top50
cg00994561,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg01170201,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg01181084,,0.0435352689678904,DMR_top50
cg01221157,ABAT,0.0435352689678904,DMR_top50
cg01242903,DUSP6,0.0435352689678904,DMR_top50
cg01331554,G3BP2,0.0435352689678904,DMR_top50
cg01402409,FRAS1,0.0435352689678904,DMR_top50
cg01519350,ARMC8,0.0435352689678904,DMR_top50
cg01538522,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg01547742,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg01568784,RAB38,0.0435352689678904,DMR_top50
cg01583034,CHST11,0.0435352689678904,DMR_top50
cg01618834,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg01673307,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg01681367,"SPN, QPRT",0.0435352689678904,DMR_top50
cg01748573,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg01761409,RAB38,0.0435352689678904,DMR_top50
cg01814191,DUSP6,0.0435352689678904,DMR_top50
cg01881182,ABAT,0.0435352689678904,DMR_top50
cg01896579,G3BP2,0.0435352689678904,DMR_top50
cg01897517,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg01900965,RNF4,0.0435352689678904,DMR_top50
cg01925393,FUCA1,0.0435352689678904,DMR_top50
cg01940855,CHST11,0.0435352689678904,DMR_top50
cg01963906,SYTL1,0.0435352689678904,DMR_top50
cg01993468,RP5-1086L22.1,0.0435352689678904,DMR_top50
cg01993865,"DSTN, BFSP1",0.0435352689678904,DMR_top50
cg02030929,"SPN, QPRT",0.0435352689678904,DMR_top50
cg02050560,"NDUFA6-AS1, NDUFA6",0.0435352689678904,DMR_top50
cg02107718,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg02149189,OR2I1P,0.0435352689678904,DMR_top50
cg02169333,NLRC5,0.0435352689678904,DMR_top50
cg02181920,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg02347773,"HOXD8, HOXD-AS2",0.0435352689678904,DMR_top50
cg02439937,"TEN1, TEN1-CDK3",0.0435352689678904,DMR_top50
cg02467765,FRAS1,0.0435352689678904,DMR_top50
cg02493440,NLRC5,0.0435352689678904,DMR_top50
cg02501418,MEST,0.0435352689678904,DMR_top50
cg02575697,BMP8A,0.0435352689678904,DMR_top50
cg02584760,"LRRC14B, CTD-2083E4.7",0.0435352689678904,DMR_top50
cg02882774,"NDUFA6-AS1, NDUFA6",0.0435352689678904,DMR_top50
cg02914427,"SPN, QPRT",0.0435352689678904,DMR_top50
cg02916272,"IFITM10, RP11-295K3.1",0.0435352689678904,DMR_top50
cg02976090,"NIPAL3, STPG1",0.0435352689678904,DMR_top50
cg03014008,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg03056682,NLRC5,0.0435352689678904,DMR_top50
cg03093398,G3BP2,0.0435352689678904,DMR_top50
cg03264550,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg03299066,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg03300078,"IFITM10, RP11-295K3.1",0.0435352689678904,DMR_top50
cg03313212,CHST11,0.0435352689678904,DMR_top50
cg03402459,OR2I1P,0.0435352689678904,DMR_top50
cg03409187,OR2I1P,0.0435352689678904,DMR_top50
cg03446368,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg03509039,CLCN7,0.0435352689678904,DMR_top50
cg03536785,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg03549705,"SPN, QPRT",0.0435352689678904,DMR_top50
cg03664992,BMP8A,0.0435352689678904,DMR_top50
cg03750567,SYTL1,0.0435352689678904,DMR_top50
cg03805410,"NDUFA6-AS1, NDUFA6",0.0435352689678904,DMR_top50
cg03821543,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg03837903,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg03846408,"IFITM10, RP11-295K3.1",0.0435352689678904,DMR_top50
cg03858756,"HOXD8, HOXD-AS2",0.0435352689678904,DMR_top50
cg03925157,"DSTN, BFSP1",0.0435352689678904,DMR_top50
cg03934392,"IFITM10, RP11-295K3.1",0.0435352689678904,DMR_top50
cg04019914,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg04029991,CLCN7,0.0435352689678904,DMR_top50
cg04045234,,0.0435352689678904,DMR_top50
cg04097610,NLRC5,0.0435352689678904,DMR_top50
cg04123310,SYTL1,0.0435352689678904,DMR_top50
cg04160030,FUCA1,0.0435352689678904,DMR_top50
cg04265971,RNF4,0.0435352689678904,DMR_top50
cg04301682,G3BP2,0.0435352689678904,DMR_top50
cg04318006,"RP11-713M15.2, SNTB1",0.0435352689678904,DMR_top50
cg04332619,ABAT,0.0435352689678904,DMR_top50
cg04344875,MEST,0.0435352689678904,DMR_top50
cg04393132,DUSP6,0.0435352689678904,DMR_top50
cg04421271,RAB38,0.0435352689678904,DMR_top50
cg04489338,ARMC8,0.0435352689678904,DMR_top50
cg04491253,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg04578997,CHST11,0.0435352689678904,DMR_top50
cg04607975,"NDUFA6-AS1, NDUFA6",0.0435352689678904,DMR_top50
cg04653522,RAB38,0.0435352689678904,DMR_top50
cg04678950,MEST,0.0435352689678904,DMR_top50
cg04764416,"NDUFA6-AS1, NDUFA6",0.0435352689678904,DMR_top50
cg04773990,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg04779428,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg04786207,MEST,0.0435352689678904,DMR_top50
cg05001344,"ACSF3, CTD-2555A7.3",0.0435352689678904,DMR_top50
cg05119480,CHST11,0.0435352689678904,DMR_top50
cg05246277,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg05295930,"ACSF3, CTD-2555A7.3",0.0435352689678904,DMR_top50
cg05306040,FRAS1,0.0435352689678904,DMR_top50
cg05308617,ARMC8,0.0435352689678904,DMR_top50
cg05369791,MEST,0.0435352689678904,DMR_top50
cg05372963,ABAT,0.0435352689678904,DMR_top50
cg05379954,GIT2,0.0435352689678904,DMR_top50
cg05412930,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg05556276,MEST,0.0435352689678904,DMR_top50
cg05560725,FUCA1,0.0435352689678904,DMR_top50
cg05617996,ARMC8,0.0435352689678904,DMR_top50
cg05769889,DUSP6,0.0435352689678904,DMR_top50
cg05813380,"RP11-713M15.2, SNTB1",0.0435352689678904,DMR_top50
cg05826626,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg05926269,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg05960039,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg06047881,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg06062125,G3BP2,0.0435352689678904,DMR_top50
cg06087185,OR2I1P,0.0435352689678904,DMR_top50
cg06100421,MEST,0.0435352689678904,DMR_top50
cg06139281,GIT2,0.0435352689678904,DMR_top50
cg06181531,NLRC5,0.0435352689678904,DMR_top50
cg06212135,MEST,0.0435352689678904,DMR_top50
cg06260159,"DSTN, BFSP1",0.0435352689678904,DMR_top50
cg06343355,OR2I1P,0.0435352689678904,DMR_top50
cg06378770,OR2I1P,0.0435352689678904,DMR_top50
cg06441024,,0.0435352689678904,DMR_top50
cg06473288,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg06518831,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg06549955,GIT2,0.0435352689678904,DMR_top50
cg06613392,OR2I1P,0.0435352689678904,DMR_top50
cg06634056,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg06647068,CHST11,0.0435352689678904,DMR_top50
cg06754565,NLRC5,0.0435352689678904,DMR_top50
cg06800849,"ACSF3, CTD-2555A7.3",0.0435352689678904,DMR_top50
cg06852255,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg06862692,NLRC5,0.0435352689678904,DMR_top50
cg06934654,"ACSF3, CTD-2555A7.3",0.0435352689678904,DMR_top50
cg07066635,GIT2,0.0435352689678904,DMR_top50
cg07140808,FRAS1,0.0435352689678904,DMR_top50
cg07175149,CHST11,0.0435352689678904,DMR_top50
cg07224147,MEST,0.0435352689678904,DMR_top50
cg07239716,DUSP6,0.0435352689678904,DMR_top50
cg07293736,RP13-977J11.2,0.0435352689678904,DMR_top50
cg07329135,"RP11-713M15.2, SNTB1",0.0435352689678904,DMR_top50
cg07336964,ABAT,0.0435352689678904,DMR_top50
cg07341934,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg07427065,MEST,0.0435352689678904,DMR_top50
cg07471052,"TEN1, TEN1-CDK3",0.0435352689678904,DMR_top50
cg07504780,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg07516978,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg07523553,"IFITM10, RP11-295K3.1",0.0435352689678904,DMR_top50
cg07568418,FUCA1,0.0435352689678904,DMR_top50
cg07601932,"NDUFA6-AS1, NDUFA6",0.0435352689678904,DMR_top50
cg07651857,RNF4,0.0435352689678904,DMR_top50
cg07824914,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg07839457,NLRC5,0.0435352689678904,DMR_top50
cg07843262,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg07890336,"NDUFA6-AS1, NDUFA6",0.0435352689678904,DMR_top50
cg07909402,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg07987587,"NDUFA6-AS1, NDUFA6",0.0435352689678904,DMR_top50
cg08065408,OR2I1P,0.0435352689678904,DMR_top50
cg08132711,"FGFBP2, PROM1",0.0435352689678904,DMR_top50
cg08157684,SYTL1,0.0435352689678904,DMR_top50
cg08159663,NLRC5,0.0435352689678904,DMR_top50
cg08229366,MEST,0.0435352689678904,DMR_top50
cg08241330,ABAT,0.0435352689678904,DMR_top50
cg08269485,"IFITM10, RP11-295K3.1",0.0435352689678904,DMR_top50
cg08366126,FUCA1,0.0435352689678904,DMR_top50
cg08385906,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg08480068,"SPN, QPRT",0.0435352689678904,DMR_top50
cg08558449,NLRC5,0.0435352689678904,DMR_top50
cg08625990,RP5-1086L22.1,0.0435352689678904,DMR_top50
cg08656267,"NIPAL3, STPG1",0.0435352689678904,DMR_top50
cg08734637,MEST,0.0435352689678904,DMR_top50
cg08748615,BMP8A,0.0435352689678904,DMR_top50
cg08818207,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg08834902,ABAT,0.0435352689678904,DMR_top50
cg08880054,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg08952306,SH2B2,0.0435352689678904,DMR_top50
cg08957018,"NDUFA6-AS1, NDUFA6",0.0435352689678904,DMR_top50
cg08966208,"IFITM10, RP11-295K3.1",0.0435352689678904,DMR_top50
cg08997444,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg09003373,MEST,0.0435352689678904,DMR_top50
cg09059178,"NIPAL3, STPG1",0.0435352689678904,DMR_top50
cg09080913,MEST,0.0435352689678904,DMR_top50
cg09138892,BAIAP2-AS1,0.0435352689678904,DMR_top50
cg09187107,BAIAP2-AS1,0.0435352689678904,DMR_top50
cg09205920,OR2I1P,0.0435352689678904,DMR_top50
cg09232440,BMP8A,0.0435352689678904,DMR_top50
cg09241929,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg09374375,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg09391966,GIT2,0.0435352689678904,DMR_top50
cg09401340,"TEN1, TEN1-CDK3",0.0435352689678904,DMR_top50
cg09423426,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg09424275,CLCN7,0.0435352689678904,DMR_top50
cg09604333,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg09641376,OR2I1P,0.0435352689678904,DMR_top50
cg09695510,,0.0435352689678904,DMR_top50
cg09743596,"ACSF3, CTD-2555A7.3",0.0435352689678904,DMR_top50
cg09772382,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg09886243,ARMC8,0.0435352689678904,DMR_top50
cg09922115,GIT2,0.0435352689678904,DMR_top50
cg09946623,"SPN, QPRT",0.0435352689678904,DMR_top50
cg09968749,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg10011623,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg10017561,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg10051214,FUCA1,0.0435352689678904,DMR_top50
cg10077746,DUSP6,0.0435352689678904,DMR_top50
cg10126903,"SPN, QPRT",0.0435352689678904,DMR_top50
cg10144604,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg10168419,,0.0435352689678904,DMR_top50
cg10233654,DUSP6,0.0435352689678904,DMR_top50
cg10239098,"HOXD8, HOXD-AS2",0.0435352689678904,DMR_top50
cg10249538,MEST,0.0435352689678904,DMR_top50
cg10292855,ABAT,0.0435352689678904,DMR_top50
cg10491628,OR2I1P,0.0435352689678904,DMR_top50
cg10523966,BMP8A,0.0435352689678904,DMR_top50
cg10573932,"DSTN, BFSP1",0.0435352689678904,DMR_top50
cg10615580,BAIAP2-AS1,0.0435352689678904,DMR_top50
cg10666909,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg10748817,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg10813233,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg10825315,TSHR,0.0435352689678904,DMR_top50
cg10846032,"NDUFA6-AS1, NDUFA6",0.0435352689678904,DMR_top50
cg10847094,"FGFBP2, PROM1",0.0435352689678904,DMR_top50
cg10953003,FUCA1,0.0435352689678904,DMR_top50
cg10980686,"RP11-713M15.2, SNTB1",0.0435352689678904,DMR_top50
cg11012835,"PSMB9, TAP1",0.0435352689678904,DMR_top50
cg11073571,FRAS1,0.0435352689678904,DMR_top50
cg11189039,"NDUFA6-AS1, NDUFA6",0.0435352689678904,DMR_top50
cg11244758,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg11320690,"DSTN, BFSP1",0.0435352689678904,DMR_top50
cg11334692,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg11357538,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg11415975,FUCA1,0.0435352689678904,DMR_top50
cg11425280,CHST11,0.0435352689678904,DMR_top50
cg11432797,"SPN, QPRT",0.0435352689678904,DMR_top50
cg11480267,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg11489580,G3BP2,0.0435352689678904,DMR_top50
cg11609556,BAIAP2-AS1,0.0435352689678904,DMR_top50
cg11739675,CHST11,0.0435352689678904,DMR_top50
cg11843090,GIT2,0.0435352689678904,DMR_top50
cg11901456,,0.0435352689678904,DMR_top50
cg11935738,OR2I1P,0.0435352689678904,DMR_top50
cg11940149,FRAS1,0.0435352689678904,DMR_top50
cg11952236,SH2B2,0.0435352689678904,DMR_top50
cg11961683,"RP11-713M15.2, SNTB1",0.0435352689678904,DMR_top50
cg11964345,GIT2,0.0435352689678904,DMR_top50
cg11969556,"HOXD8, HOXD-AS2",0.0435352689678904,DMR_top50
cg12073319,"FGFBP2, PROM1",0.0435352689678904,DMR_top50
cg12084952,FUCA1,0.0435352689678904,DMR_top50
cg12196847,TSHR,0.0435352689678904,DMR_top50
cg12217400,OR2I1P,0.0435352689678904,DMR_top50
cg12222132,FRAS1,0.0435352689678904,DMR_top50
cg12299829,"NIPAL3, STPG1",0.0435352689678904,DMR_top50
cg12347392,MEST,0.0435352689678904,DMR_top50
cg12372477,"GNAS, RP1-309F20.3",0.0435352689678904,DMR_top50
cg12529055,ARMC8,0.0435352689678904,DMR_top50
cg12531601,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1",0.0435352689678904,DMR_top50
cg12573119,FRAS1,0.0435352689678904,DMR_top50
