cpg,gene,dmr_fdr,tier
cg22860367,GNAS,0.000340178575569201,DMR_top50
cg22989942,GNAS,0.000340178575569201,DMR_top50
cg23249369,GNAS,0.000340178575569201,DMR_top50
cg23456595,"RPS6KB2, AP003419.16, PTPRCAP",0.000340178575569201,DMR_top50
cg24203465,GNAS,0.000340178575569201,DMR_top50
cg24617313,GNAS,0.000340178575569201,DMR_top50
cg25229306,GNAS,0.000340178575569201,DMR_top50
cg25326570,GNAS,0.000340178575569201,DMR_top50
cg25652859,GNAS,0.000340178575569201,DMR_top50
cg26102503,GNAS,0.000340178575569201,DMR_top50
cg26496204,GNAS,0.000340178575569201,DMR_top50
cg26534489,GNAS,0.000340178575569201,DMR_top50
cg26811638,GNAS,0.000340178575569201,DMR_top50
cg27262796,GNAS,0.000340178575569201,DMR_top50
cg27304369,GNAS,0.000340178575569201,DMR_top50
cg27661264,GNAS,0.000340178575569201,DMR_top50
cg01681367,"SPN, QPRT",0.000460909869132183,DMR_top50
cg02030929,"SPN, QPRT",0.000460909869132183,DMR_top50
cg02914427,"SPN, QPRT",0.000460909869132183,DMR_top50
cg03549705,"SPN, QPRT",0.000460909869132183,DMR_top50
cg04630161,YTHDC1,0.000460909869132183,DMR_top50
cg08194212,YTHDC1,0.000460909869132183,DMR_top50
cg08480068,"SPN, QPRT",0.000460909869132183,DMR_top50
cg09946623,"SPN, QPRT",0.000460909869132183,DMR_top50
cg10126903,"SPN, QPRT",0.000460909869132183,DMR_top50
cg11432797,"SPN, QPRT",0.000460909869132183,DMR_top50
cg12486486,YTHDC1,0.000460909869132183,DMR_top50
cg16644366,"SPN, QPRT",0.000460909869132183,DMR_top50
cg23083984,"SPN, QPRT",0.000460909869132183,DMR_top50
cg26691434,"SPN, QPRT",0.000460909869132183,DMR_top50
cg26769927,"SPN, QPRT",0.000460909869132183,DMR_top50
cg00070383,,0.00056581370060491,DMR_top50
cg00119279,,0.00056581370060491,DMR_top50
cg01539948,,0.00056581370060491,DMR_top50
cg02152819,"AC017104.6, B3GNT7",0.00056581370060491,DMR_top50
cg02897230,,0.00056581370060491,DMR_top50
cg04286697,"AC017104.6, B3GNT7",0.00056581370060491,DMR_top50
cg05835018,"AC017104.6, B3GNT7",0.00056581370060491,DMR_top50
cg06745030,"AC017104.6, B3GNT7",0.00056581370060491,DMR_top50
cg07328317,,0.00056581370060491,DMR_top50
cg08202287,"AC017104.6, B3GNT7",0.00056581370060491,DMR_top50
cg09004241,"AC017104.6, B3GNT7",0.00056581370060491,DMR_top50
cg09339159,"AC017104.6, B3GNT7",0.00056581370060491,DMR_top50
cg09494379,"AC017104.6, B3GNT7",0.00056581370060491,DMR_top50
cg10839823,,0.00056581370060491,DMR_top50
cg11930926,,0.00056581370060491,DMR_top50
cg12479933,,0.00056581370060491,DMR_top50
cg13326647,,0.00056581370060491,DMR_top50
cg13401079,,0.00056581370060491,DMR_top50
cg13952656,"AC017104.6, B3GNT7",0.00056581370060491,DMR_top50
cg16329589,,0.00056581370060491,DMR_top50
cg16388178,,0.00056581370060491,DMR_top50
cg19788317,,0.00056581370060491,DMR_top50
cg20034202,"AC017104.6, B3GNT7",0.00056581370060491,DMR_top50
cg20954977,"AC017104.6, B3GNT7",0.00056581370060491,DMR_top50
cg22063434,,0.00056581370060491,DMR_top50
cg24172324,"AC017104.6, B3GNT7",0.00056581370060491,DMR_top50
cg24530432,,0.00056581370060491,DMR_top50
cg25156915,,0.00056581370060491,DMR_top50
cg26118045,,0.00056581370060491,DMR_top50
cg26146617,"AC017104.6, B3GNT7",0.00056581370060491,DMR_top50
cg27198632,,0.00056581370060491,DMR_top50
cg00959259,PARP9,0.000591780479908211,DMR_top50
cg01386080,DDR1,0.000591780479908211,DMR_top50
cg02376496,DDR1,0.000591780479908211,DMR_top50
cg06200824,DDR1,0.000591780479908211,DMR_top50
cg07912416,DDR1,0.000591780479908211,DMR_top50
cg07979747,DDR1,0.000591780479908211,DMR_top50
cg08122652,PARP9,0.000591780479908211,DMR_top50
cg08673763,DDR1,0.000591780479908211,DMR_top50
cg09810078,DDR1,0.000591780479908211,DMR_top50
cg12669395,DDR1,0.000591780479908211,DMR_top50
cg16111190,DDR1,0.000591780479908211,DMR_top50
cg17176005,DDR1,0.000591780479908211,DMR_top50
cg17879299,DDR1,0.000591780479908211,DMR_top50
cg19148201,DDR1,0.000591780479908211,DMR_top50
cg20335906,DDR1,0.000591780479908211,DMR_top50
cg22930808,PARP9,0.000591780479908211,DMR_top50
cg24517175,DDR1,0.000591780479908211,DMR_top50
cg24790028,DDR1,0.000591780479908211,DMR_top50
cg25400901,DDR1,0.000591780479908211,DMR_top50
cg27237814,DDR1,0.000591780479908211,DMR_top50
cg27593250,DDR1,0.000591780479908211,DMR_top50
cg00332249,CALCB,0.000607881554544898,DMR_top50
cg01421342,CALCB,0.000607881554544898,DMR_top50
cg01995938,CALCB,0.000607881554544898,DMR_top50
cg05061471,CALCB,0.000607881554544898,DMR_top50
cg05093325,CALCB,0.000607881554544898,DMR_top50
cg05397812,CALCB,0.000607881554544898,DMR_top50
cg06796866,CALCB,0.000607881554544898,DMR_top50
cg07238401,CALCB,0.000607881554544898,DMR_top50
cg07529966,CALCB,0.000607881554544898,DMR_top50
cg08176386,CALCB,0.000607881554544898,DMR_top50
cg08929188,CALCB,0.000607881554544898,DMR_top50
cg09756089,CALCB,0.000607881554544898,DMR_top50
cg10467022,CALCB,0.000607881554544898,DMR_top50
cg11153872,CALCB,0.000607881554544898,DMR_top50
cg11488893,CALCB,0.000607881554544898,DMR_top50
cg11596897,CALCB,0.000607881554544898,DMR_top50
cg11697588,CALCB,0.000607881554544898,DMR_top50
cg12083965,CALCB,0.000607881554544898,DMR_top50
cg12275868,CALCB,0.000607881554544898,DMR_top50
cg12904004,CALCB,0.000607881554544898,DMR_top50
cg13491234,CALCB,0.000607881554544898,DMR_top50
cg13612595,CALCB,0.000607881554544898,DMR_top50
cg14106660,CALCB,0.000607881554544898,DMR_top50
cg14412891,CALCB,0.000607881554544898,DMR_top50
cg15240568,CALCB,0.000607881554544898,DMR_top50
cg15391359,CALCB,0.000607881554544898,DMR_top50
cg16245265,CALCB,0.000607881554544898,DMR_top50
cg18089569,CALCB,0.000607881554544898,DMR_top50
cg18374299,CALCB,0.000607881554544898,DMR_top50
cg18470144,CALCB,0.000607881554544898,DMR_top50
cg18810922,CALCB,0.000607881554544898,DMR_top50
cg22085702,CALCB,0.000607881554544898,DMR_top50
cg22863523,CALCB,0.000607881554544898,DMR_top50
cg24442913,CALCB,0.000607881554544898,DMR_top50
cg26053083,CALCB,0.000607881554544898,DMR_top50
cg26393713,CALCB,0.000607881554544898,DMR_top50
cg26676559,CALCB,0.000607881554544898,DMR_top50
cg00533183,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg00777968,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg00889031,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg00971309,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg01295600,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg01309328,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg01702338,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg02561720,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg02657012,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg02756056,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg03078854,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg03166550,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg03995852,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg05108547,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg05115162,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg05135714,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg05242261,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg05412855,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg05420994,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg05480623,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg05545172,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg05629721,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg05693489,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg05697726,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg05872513,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg06531943,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg06833431,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg06870868,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg07456831,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg07543055,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg08099136,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg08557029,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg08675092,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg08772265,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg08992729,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg09006592,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg09154880,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg09354037,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg10087598,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg10128166,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg10192196,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg11313335,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg11381564,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg11453837,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg11706729,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg11954557,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg11990058,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg12048225,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg12094903,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg12253437,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg12499157,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg12718404,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg13165140,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg13477582,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg13603062,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg13871037,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg14022881,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg14493899,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg14867383,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg15451100,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg16009764,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg16186435,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg16483840,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg16855458,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg16890093,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg16951654,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg17392730,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg18034041,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg18505752,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg18696632,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg18963307,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg19136673,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg19190163,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg19646975,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg20060630,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg20558646,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg20630683,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg20848216,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg20880499,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg21322855,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg21535207,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg21568368,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg21593554,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg21621645,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg22158175,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg22413126,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg22510079,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg22714419,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg22798247,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg23059310,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg23750151,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg24031377,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg24326130,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg24364491,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg24625115,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg24767041,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg24893844,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg24898914,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg25384897,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg25693349,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg26829379,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg26988373,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg27232057,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg27474382,"TAPSAR1, PSMB9, PSMB8, TAP1",0.000724482104766595,DMR_top50
cg01082242,HIF1AN,0.000728561456308138,DMR_top50
cg01990997,"KRBOX1, KRBOX1, KRBOX1-AS1",0.000728561456308138,DMR_top50
cg07080220,HIF1AN,0.000728561456308138,DMR_top50
cg07510080,HIF1AN,0.000728561456308138,DMR_top50
cg07690778,HIF1AN,0.000728561456308138,DMR_top50
cg08111629,"KRBOX1, KRBOX1, KRBOX1-AS1",0.000728561456308138,DMR_top50
cg08314679,HIF1AN,0.000728561456308138,DMR_top50
cg08364654,"KRBOX1, KRBOX1, KRBOX1-AS1",0.000728561456308138,DMR_top50
cg10968756,HIF1AN,0.000728561456308138,DMR_top50
cg11303738,"KRBOX1, KRBOX1, KRBOX1-AS1",0.000728561456308138,DMR_top50
cg14256752,HIF1AN,0.000728561456308138,DMR_top50
cg14817542,HIF1AN,0.000728561456308138,DMR_top50
cg18133905,HIF1AN,0.000728561456308138,DMR_top50
cg18516471,"KRBOX1, KRBOX1, KRBOX1-AS1",0.000728561456308138,DMR_top50
cg21104412,"KRBOX1, KRBOX1, KRBOX1-AS1",0.000728561456308138,DMR_top50
cg22714811,"KRBOX1, KRBOX1, KRBOX1-AS1",0.000728561456308138,DMR_top50
cg23241863,HIF1AN,0.000728561456308138,DMR_top50
cg26303175,HIF1AN,0.000728561456308138,DMR_top50
cg27084712,"KRBOX1, KRBOX1, KRBOX1-AS1",0.000728561456308138,DMR_top50
