"seqnames","start","end","width","strand","no.cpgs","min_smoothed_fdr","Stouffer","HMFDR","Fisher","maxdiff","meandiff","overlapping.genes","sex","dmr_fdr"
"chr2",232393064,232393256,193,"*",3,7.69857197167788e-13,5.00748531239335e-06,0.00302371011428779,3.30371789181174e-06,0.050357878132294,0.031416292286347,"NMUR1","ALL",0.00161064673809076
"chr6",32303626,32305145,1520,"*",7,1.0849427288297e-07,5.39232747751221e-06,0.0184738852802074,5.19131774200546e-05,-0.100667932963367,-0.0480891945706443,"C6orf10","ALL",0.00161064673809076
"chr12",89743788,89747628,3841,"*",25,2.47974312912749e-16,6.03325171617448e-06,0.00695395882681186,3.03310780117557e-07,-0.0444806497729319,-0.00597151929260851,"DUSP6","ALL",0.00167336545813611
"chr16",4731639,4733253,1615,"*",10,3.96935733284363e-09,6.98526961685557e-06,0.0290965387647001,9.62467290970002e-05,-0.0573521318184897,-0.00541045320080654,"MGRN1","ALL",0.00180825346148335
"chr6",32158153,32161004,2852,"*",24,1.5930168686e-10,8.06362789279025e-06,0.0245215542316153,4.63066129368588e-06,0.0514687997838005,0.0178454340795022,"GPSM3","ALL",0.0018418274769238
"chr6",28945182,28945507,326,"*",8,7.54482406772227e-10,8.06362789279025e-06,0.0289775789994107,9.73523555651503e-05,-0.0245502331944931,0.00349487893736893,"RN7SL471P","ALL",0.0018418274769238
"chr3",113464350,113466193,1844,"*",14,2.01498216234367e-11,1.52069151410032e-05,0.00656313109460841,1.65647651161395e-05,0.0234889299791829,0.00833680733092898,"ATP6V1A, NAA50, RP11-271C24.2","ALL",0.00310781323644819
"chr12",44152117,44153217,1101,"*",14,6.1242942637929e-10,1.52069151410032e-05,0.043901449569416,0.000177705793277827,0.0180783752919043,0.00846796783915059,"IRAK4, PUS7L","ALL",0.00310781323644819
"chr14",81425912,81426577,666,"*",5,1.12761534182362e-10,1.66280943755484e-05,0.00947808270261524,5.01408822120591e-05,0.0485015595288188,0.0323398878700484,"TSHR","ALL",0.00322834452301273
"chr18",3449181,3452443,3263,"*",24,1.53624912801706e-09,1.74754334524134e-05,0.0216681606542446,1.31737208573819e-05,0.0129053850105212,0.00552478242678349,"TGIF1","ALL",0.00323129086170101
"chr16",88102758,88103629,872,"*",6,7.30245366558624e-14,2.24300122816647e-05,0.00308032747786848,1.81277101298912e-05,0.0407413141234328,0.0188087767857707,"BANP","ALL",0.00378677120390018
"chr17",57915665,57916643,979,"*",5,3.70145856365371e-09,2.24300122816647e-05,0.013331261774562,0.00011404599320259,0.0338538205411009,0.0175841665046035,"VMP1","ALL",0.00378677120390018
"chr4",69179905,69179965,61,"*",3,3.63772509443636e-09,3.12298814178268e-05,0.00855843314638883,9.62485628112262e-05,0.0361986550617122,0.0242953588725731,"YTHDC1","ALL",0.00505273456439257
"chr11",67202122,67203661,1540,"*",6,1.31584524678521e-08,3.34855868854298e-05,0.0115288852619955,0.00011404599320259,0.0659180842920557,0.0493020788741661,"RPS6KB2, AP003419.16, PTPRCAP","ALL",0.00520098135504496
"chr1",248902767,248904369,1603,"*",8,4.74888049577393e-13,4.29902948349253e-05,0.00446254163123855,7.02764318826371e-07,-0.0642726845107366,-0.0300229727909288,"LYPD8","ALL",0.00598328296253464
"chr6",31846249,31847633,1385,"*",11,1.85539733620418e-10,4.43621353164622e-05,0.0401427266808067,0.000295394896944283,-0.0198059809024201,-0.00118169412146481,"SLC44A4, EHMT2","ALL",0.00598328296253464
"chr19",11074303,11074428,126,"*",2,2.40861659782219e-09,4.62267547968167e-05,0.00302371011428779,7.23302022293786e-05,0.0693691753231046,0.0674560305412505,"SMARCA4","ALL",0.00598328296253464
"chr12",125282342,125282561,220,"*",3,7.86013830804237e-09,4.62267547968167e-05,0.00838304134050018,0.000123739222907703,-0.00773123877635107,-0.000185535408904536,"SCARB1","ALL",0.00598328296253464
"chr11",68607069,68609747,2679,"*",15,3.6901964279438e-08,4.29902948349253e-05,0.0229470155901844,0.00010615861082691,0.0149762848028095,0.00401175728704354,"CPT1A","ALL",0.00598328296253464
"chr17",47301348,47302476,1129,"*",4,3.82654512177047e-11,6.43024192538973e-05,0.00368766864908162,6.74423282883457e-05,-0.0247776040548837,-0.00844419307035572,"PHOSPHO1","ALL",0.00756625133220858
"chr6",167535171,167536521,1351,"*",8,6.2085160155898e-10,6.43024192538973e-05,0.0199222382044538,0.0002223869069087,0.0718435403936823,0.0354305600714796,"RP11-517H2.6, CCR6","ALL",0.00756625133220858
"chr2",202047246,202048100,855,"*",5,9.53472119530242e-09,6.43024192538973e-05,0.0130813999081503,0.000212138886443331,-0.0504276845289431,-0.0201897533704106,"CASP10","ALL",0.00756625133220858
"chr6",8086774,8087102,329,"*",4,7.44052835068883e-12,9.33319530134156e-05,0.00392300112244939,2.61177333624928e-05,0.00838930098988511,0.00340070262722719,"EEF1E1-BLOC1S5, EEF1E1","ALL",0.00862876127502602
"chr6",31547704,31550842,3139,"*",38,2.20374530337652e-11,9.33319530134156e-05,0.0199824478691279,1.22526136832827e-05,0.057269960543868,0.0182486369180012,"LTB","ALL",0.00862876127502602
"chr6",30859697,30860960,1264,"*",18,4.09675836423656e-11,8.3291509365289e-05,0.0343546255467984,0.000129502692018409,0.0214040083947522,-0.000570303478759792,"DDR1","ALL",0.00862876127502602
"chr6",32806417,32813084,6668,"*",98,8.39025596898725e-10,8.81318301714873e-05,0.0669081046200112,8.29253818366832e-05,0.0532260747718931,0.00671002931642119,"TAPSAR1, PSMB9, TAP2, TAP2, PSMB8, TAP1","ALL",0.00862876127502602
"chr16",78601767,78601961,195,"*",4,1.03095030288351e-09,9.33319530134156e-05,0.00589319910154871,0.00011404599320259,-0.0125149703984526,-0.0098921687121285,"WWOX","ALL",0.00862876127502602
"chr15",69087774,69087809,36,"*",2,7.90207595877606e-09,9.33319530134156e-05,0.00302371011428779,0.00011404599320259,-0.0244431312613815,-0.0222195029531651,"ANP32A","ALL",0.00862876127502602
"chr12",6745057,6745568,512,"*",6,7.92332560064591e-09,9.33319530134156e-05,0.0157711527270416,0.000299566731399291,0.0450448860282282,0.0211651416445456,"LPAR5","ALL",0.00862876127502602
"chr17",34079665,34080240,576,"*",4,1.86567287279161e-08,7.78316197125138e-05,0.0107716893549607,0.000259877425502127,-0.0123357687936695,-0.00412939532023589,"GAS2L2","ALL",0.00862876127502602
"chr6",108581474,108583071,1598,"*",11,9.25302642441181e-08,8.90986667636876e-05,0.0260301060695169,0.000275729030148344,0.0240203928285765,0.00931506177167654,"SNX3","ALL",0.00862876127502602
"chr11",60719947,60720229,283,"*",3,9.0078352768795e-11,0.000103755859551221,0.00406164660094236,4.97869460945708e-05,-0.0304700894200692,-0.0169247625702069,"SLC15A3","ALL",0.00936939541017191
"chr11",93474015,93476060,2046,"*",20,3.5280068051138e-11,0.000116248589034029,0.0126157495238846,3.58850310703667e-05,0.0213062639191256,0.00785169716303297,"C11orf54, TAF1D","ALL",0.00960104490136115
"chr2",232258012,232260784,2773,"*",13,9.37614817708307e-10,0.000117222924365528,0.0115431660363323,9.73523555651503e-05,-0.0312844838696423,-0.00473165510074728,"AC017104.6, B3GNT7","ALL",0.00960104490136115
"chr3",122281881,122281975,95,"*",3,1.85944316875476e-09,0.000118684047196841,0.00906707942374674,0.000295394896944283,-0.0353540084417863,-0.0250409677452329,"PARP9","ALL",0.00960104490136115
"chr15",45028083,45028595,513,"*",5,9.5189406093344e-09,0.000118684047196841,0.01048226820781,0.000321844300844052,0.0364639428880786,0.0111985691024904,"TRIM69","ALL",0.00960104490136115
"chr4",74486080,74486558,479,"*",10,1.59071456282775e-08,0.000117222924365528,0.0381564321324669,0.000482177205633037,-0.00692621206978473,0.000700148659809144,"RASSF6","ALL",0.00960104490136115
"chr6",34759018,34760183,1166,"*",9,1.03290692452709e-11,0.00012586904441596,0.00977686453361067,0.00011404599320259,-0.0219952849129927,0.0034152679120075,"UHRF1BP1","ALL",0.00977498998934342
"chr6",32489963,32490444,482,"*",4,6.19014505922738e-09,0.00012586904441596,0.00632174006504399,0.0002223869069087,-0.0673648651738302,0.000955392747270717,"HLA-DRB5","ALL",0.00977498998934342
"chr11",47282968,47283025,58,"*",3,1.86167593312845e-08,0.000149506427915502,0.00865232459410931,0.000312556978152614,-0.013414895278179,-0.010959815893219,"NR1H3","ALL",0.0113830090116842
"chr10",102295134,102296115,982,"*",11,2.35619323047884e-11,0.000157333241363032,0.0142334176002595,0.000128815306386951,-0.0180853872793904,0.0040771583590855,"HIF1AN","ALL",0.011526886343635
"chr1",110306507,110306642,136,"*",3,2.13583446969271e-08,0.000157333241363032,0.0105434585097953,0.000407040738493141,0.0373154157225432,0.0247397349487928,"GSTM5, RP4-735C1.4, EPS8L3","ALL",0.011526886343635
"chr14",69442697,69443683,987,"*",3,1.37240054584098e-08,0.000163278019832669,0.00538437162797543,0.00027511960864185,-0.024264038948099,-0.0134250251930999,"ACTN1","ALL",0.0115274282001864
"chr7",2551513,2551996,484,"*",4,1.24653273007447e-07,0.000163278019832669,0.0103513457596451,0.000407040738493141,-0.0274284366308046,0.00158597140960516,NA,"ALL",0.0115274282001864
"chr10",21783344,21787079,3736,"*",28,4.4438362062618e-09,0.000182949830487432,0.0166022225352328,6.6880026482075e-05,-0.0233553482520645,0.00271531804427839,"CASC10, MIR1915","ALL",0.0124630559961877
"chr10",75415704,75416844,1141,"*",6,9.84897490393983e-06,0.000180292270339621,0.0237424957671868,0.000783924842716824,0.0183803258188571,0.00222502064467507,"RP11-464F9.21, SYNPO2L","ALL",0.0124630559961877
"chr1",161123637,161124156,520,"*",10,1.78462534903542e-08,0.000189030133250124,0.028836205991012,0.000569031539992558,0.012506826982633,0.00580293788176937,"UFC1, RP11-297K8.2","ALL",0.0126552415070729
"chr12",6442526,6443282,757,"*",7,6.91843353030808e-10,0.000201513824650118,0.0155282741714436,0.000144305506654854,0.0543671212100291,0.024997341801605,"TNFRSF1A","ALL",0.0130413030186068
"chr11",27742219,27743664,1446,"*",15,5.62476855665765e-07,0.000199103276219524,0.029267331909974,0.00092588635413834,0.0170878153342434,0.00295243895102211,"BDNF, RP11-587D21.4","ALL",0.0130413030186068
"chr7",130124971,130126637,1667,"*",19,3.02664373674431e-10,0.000206945932071891,0.0188967536877973,0.000465474131435512,-0.0490282124526991,-0.00555977640825387,"MEST, RP11-2E11.10","ALL",0.0131732959710681
"chr22",44568337,44568812,476,"*",9,1.31891215908254e-09,0.000211155762799729,0.0115123455501062,0.000342101050853056,-0.0622036204118974,-0.039921715188708,"PARVB","ALL",0.0132244810798604
"chr2",219744597,219744634,38,"*",3,4.02583645789063e-08,0.000217266698168317,0.00970859732322079,0.000482177205633037,-0.0142719122900403,-0.0108797546975081,NA,"ALL",0.0133912156982154
"chr16",57022486,57023835,1350,"*",13,6.13242940653136e-33,0.000244087536398254,2.30841117961499e-06,3.30347093539069e-10,0.0329955053740179,0.00501832707850937,"NLRC5","ALL",0.0135398843404917
"chr16",89179742,89180843,1102,"*",5,1.14524289668801e-11,0.000244087536398254,0.00305283656126387,6.91559626823203e-05,0.0318067469639245,0.0142650364629852,"ACSF3, CTD-2555A7.3","ALL",0.0135398843404917
"chr1",214724440,214725918,1479,"*",16,1.05926984034012e-09,0.000244087536398254,0.0347228523902932,0.000478486169279416,-0.0200926733293714,-0.00242739994286794,"PTPN14","ALL",0.0135398843404917
"chr1",244212908,244214206,1299,"*",8,2.68917927515423e-08,0.000244087536398254,0.0208561907890755,0.000603515422365478,-0.0305532798466192,-0.0116204633671098,NA,"ALL",0.0135398843404917
"chr4",141347993,141349096,1104,"*",16,4.65921317414073e-08,0.000233566354674456,0.0622550442629537,0.0013977477800959,-0.0203237764661316,-0.00198557932318627,"CLGN","ALL",0.0135398843404917
"chr19",44716462,44716952,491,"*",8,1.18483238818239e-07,0.000244087536398254,0.0276800663934981,0.000882090434155263,0.0266967723047256,0.0159103648079614,"ZNF227","ALL",0.0135398843404917
"chr6",114175901,114178425,2525,"*",15,7.05331400576681e-07,0.000244087536398254,0.016866925741628,0.000275729030148344,-0.0179089602000043,0.000851191647326094,NA,"ALL",0.0135398843404917
"chr2",158114069,158114424,356,"*",6,3.3746342730682e-07,0.000295532377732182,0.0250627523135395,0.000984602207502717,-0.0402302563752946,-0.0336108714803987,"GALNT5","ALL",0.0161627073624516
"chr8",142297121,142297584,464,"*",5,1.64909337272522e-09,0.000302814890657944,0.00920773853752612,0.000275729030148344,0.0172160868695777,0.00420699119453135,"RP11-10J21.5, SLC45A4","ALL",0.0163309752836777
"chr3",120067732,120068861,1130,"*",11,1.84920833607319e-08,0.000307733869411047,0.0137378542836514,0.000805157492948064,-0.0247505829230708,-0.00216687716005499,"RP11-174O3.3, LRRC58","ALL",0.0163689125331931
"chr6",28863395,28864832,1438,"*",33,2.79829205695634e-12,0.000330885769098434,0.0511074415740844,0.00034480533597743,0.0190736934920011,0.00668132911651307,"HCG14","ALL",0.0164721723257592
"chr8",48648112,48649457,1346,"*",6,6.30502531234404e-09,0.000330885769098434,0.0105754190672577,0.000638113153586005,-0.0598479601004727,-0.035491685306204,"SPIDR","ALL",0.0164721723257592
"chr1",65431340,65432742,1403,"*",11,5.1390340450828e-08,0.000325911160010799,0.0094477706961428,0.000204116802797467,0.0190669001650054,0.00434814671500989,"JAK1","ALL",0.0164721723257592
"chr16",50058938,50059684,747,"*",9,1.088429740801e-07,0.00033075095459147,0.0315893912769706,0.00104661187687337,0.0124271385886778,0.00582545031498244,"CNEP1R1","ALL",0.0164721723257592
"chr2",202121863,202123825,1963,"*",11,2.06758921484851e-07,0.000329134827675192,0.0208465241870662,0.000569031539992558,0.0394816315244468,0.0078074040205253,"CASP8","ALL",0.0164721723257592
"chr2",70141289,70143463,2175,"*",13,4.03330107916304e-10,0.000340742648334751,0.013513508742106,6.3313970202279e-05,-0.0173328286500361,0.00276965106325964,"MXD1","ALL",0.016748148145365
"chr2",71679675,71679959,285,"*",3,1.54895596442712e-09,0.000353314771092838,0.00486941874524873,0.000312556978152614,-0.0217552199486831,-0.00364631049094034,NA,"ALL",0.0171490157019186
"chr19",59086638,59087367,730,"*",8,3.36772510967693e-09,0.000373266689957121,0.0209172268013358,0.000482177205633037,0.0092062845954099,0.00221360874362523,"CENPBD1P1","ALL",0.0178937599642407
"chr12",123011310,123012351,1042,"*",16,9.72974036792777e-11,0.000381025128301177,0.00735496685604092,0.000441680129722681,0.0177829300020694,0.00887227176137326,"KNTC1, RSRC2","ALL",0.0180429338194326
"chr20",17549599,17550690,1092,"*",10,1.47613734655708e-09,0.000400899832725863,0.0094239768071954,0.000463083440679174,-0.0378609000242339,-0.00232446674401092,"DSTN, BFSP1","ALL",0.0185320720294587
"chr1",226926318,226927988,1671,"*",10,1.76117524055963e-07,0.000400899832725863,0.0137272741589865,0.000796909977923593,0.0512707862267763,0.0149491980553167,"ITPKB","ALL",0.0185320720294587
"chr3",82857144,82857215,72,"*",2,2.11992982859282e-07,0.000413777658461203,0.00524337996390008,0.000531625157969384,0.0404592615291902,0.0330269942227014,"CYP51A1P1","ALL",0.0186825424163355
"chr17",46697700,46699155,1456,"*",7,4.05364943009764e-06,0.000411781027753258,0.0439035916030543,0.00162258388955385,-0.025226174750609,-0.00219679786533276,"HOXB7, HOXB9","ALL",0.0186825424163355
"chr1",45138784,45140869,2086,"*",13,1.8989237883119e-10,0.000428937268200498,0.0154085085886957,0.00034480533597743,0.0217834490431473,0.00429372148823296,"C1orf228, TMEM53","ALL",0.0191444070393395
"chr11",2019079,2020560,1482,"*",40,1.1393771024794e-17,0.00048463903321943,0.0131437069550862,6.6880026482075e-05,0.0231236880004571,0.00562826796496558,"H19","ALL",0.0199767384606669
"chr6",32119041,32123258,4218,"*",81,3.91659622246797e-16,0.00655738708096768,0.0230796291403468,0.00135180742638714,-0.0350552167245577,-0.00224429208661121,"PPT2, PPT2-EGFL8, PRRT1","ALL",0.0199767384606669
"chr4",154710535,154712422,1888,"*",29,4.04713944919009e-14,0.00415151737966663,0.0203212663107371,0.000839997959025064,-0.0343689831601959,-0.0143570183607109,NA,"ALL",0.0199767384606669
"chr6",28889876,28891945,2070,"*",51,2.43858206364215e-13,0.00165181900115012,0.055293916411807,0.00171299702308714,0.0237248581608419,0.00452818215180282,"TRIM27","ALL",0.0199767384606669
"chr14",66974032,66976062,2031,"*",11,2.92412864622479e-13,0.00173255192053691,0.00545444337349698,6.33885775951995e-05,-0.0152990206297548,-0.00230484813216566,"GPHN, RP11-72M17.1","ALL",0.0199767384606669
"chr6",33394324,33396610,2287,"*",28,3.13478211295631e-13,0.00218498156303614,0.0188581547734109,0.00034480533597743,-0.0316258809216589,0.00316263016189215,"SYNGAP1","ALL",0.0199767384606669
"chr2",55458963,55460405,1443,"*",19,3.29284605088809e-13,0.000709785732148954,0.00700151764950903,0.000243047164832981,0.0202660284289261,0.00757336580614716,"RPS27A, CLHC1","ALL",0.0199767384606669
"chr14",101291500,101293090,1591,"*",18,3.54439403828853e-13,0.00173255192053691,0.00855843314638883,0.000569031539992558,0.0292693539679312,0.0066905507092223,"MEG3","ALL",0.0199767384606669
"chr18",74960629,74962216,1588,"*",28,4.01540000419757e-13,0.00330698711481154,0.0135800424629287,0.00125510058515324,-0.0291582604615388,-0.00324071865041043,NA,"ALL",0.0199767384606669
"chr11",57479323,57480394,1072,"*",19,4.38532589479099e-13,0.00669856519961389,0.00920773853752612,0.000716389004347701,0.0177582120549048,0.00730245086822228,"TMX2, TMX2-CTNND1, MED19","ALL",0.0199767384606669
"chr11",113930767,113932189,1423,"*",6,7.53711311222778e-13,0.00321288909665125,0.00368766864908162,0.000165740896200581,0.0215351547782523,0.00558706327693276,"ZBTB16","ALL",0.0199767384606669
"chr5",17216222,17217093,872,"*",9,2.75840885751513e-12,0.00155091791544624,0.0104745569597705,0.000619132769492211,-0.00928014377994557,0.000126389671741231,"BASP1, AC091878.1","ALL",0.0199767384606669
"chr6",31829960,31833104,3145,"*",56,4.76829039661477e-12,0.00119631223925979,0.0452006983906122,0.000237619461136396,-0.0318947610693214,0.00481710500903408,"NEU1, SLC44A4","ALL",0.0199767384606669
"chr8",99129132,99130171,1040,"*",16,7.35018492006609e-12,0.00222625051091875,0.00238489101975216,0.000341965285054869,-0.0385423620587455,0.000762664624765666,"POP1, HRSP12","ALL",0.0199767384606669
"chr6",28831109,28833340,2232,"*",44,1.05546169856404e-11,0.00236215597701664,0.0264050313841733,0.00147343740985473,0.056706538836628,0.00450303882114416,"XXbac-BPG308K3.6","ALL",0.0199767384606669
"chr5",172198326,172199667,1342,"*",23,1.10281646369612e-11,0.00769981809683487,0.00731206533330223,0.000874019728432393,0.0180654427247091,0.00655882822032916,"RP11-779O18.3","ALL",0.0199767384606669
"chr6",30181014,30182563,1550,"*",46,1.1472632081164e-11,0.00297046608256908,0.0127964205518905,0.004802774123716,0.0153446828570782,0.00529647675507157,"TRIM26","ALL",0.0199767384606669
"chr6",31631638,31636422,4785,"*",80,1.16488502635596e-11,0.00195143654469967,0.0371121793616249,0.000531625157969384,0.0308076757144676,0.00452923353692021,"CSNK2B, CSNK2B-LY6G5B-1181, GPANK1","ALL",0.0199767384606669
"chr19",12991665,12992867,1203,"*",13,1.72007223322207e-11,0.00162909359058419,0.0066076322462867,0.000199714196522442,-0.0267197787428645,-0.000501070891058644,"CTD-2265O21.7, DNASE2","ALL",0.0199767384606669
"chr20",57430663,57431303,641,"*",3,2.00292956983544e-11,0.00125596548995377,0.00368766864908162,9.71213168067933e-05,0.0284141633192052,0.0150785686327986,"GNAS","ALL",0.0199767384606669
"chr22",45404212,45405768,1557,"*",11,2.06211740382931e-11,0.00641219200280197,0.00362707256809909,0.00123733487120869,0.0586616792530955,0.00599499302509585,"PHF21B","ALL",0.0199767384606669
"chr22",30662972,30663881,910,"*",8,2.20374530337652e-11,0.00725790465075642,0.00495331360741162,0.00284981343414308,0.0119716730506729,0.00454396565782926,NA,"ALL",0.0199767384606669
"chr8",56791576,56793160,1585,"*",14,2.43027009391332e-11,0.00275546455792037,0.0144742478877884,0.000414060925761406,-0.0363714861331049,-0.00543078573860318,"LYN","ALL",0.0199767384606669
"chr6",33238768,33240388,1621,"*",40,2.60915046956522e-11,0.00602753477869736,0.03215538008575,0.00288980001307323,0.0231421896869539,0.00614745993203117,"RPS18, VPS52","ALL",0.0199767384606669
"chr6",33279563,33283849,4287,"*",91,3.43507891897136e-11,0.0010576075730234,0.071512594813743,0.00092588635413834,-0.043806796200834,0.00497024729537148,"TAPBP, ZBTB22","ALL",0.0199767384606669
"chr6",32708524,32710209,1686,"*",7,3.53391028714048e-11,0.0014076195040284,0.00302371011428779,0.000252760058136589,-0.0400151183973201,-0.0137844536549003,"HLA-DQA2","ALL",0.0199767384606669
"chr7",139024974,139026384,1411,"*",18,3.68748742931172e-11,0.0045673993471089,0.00656313109460841,0.00110658337891543,0.0213518651887116,0.00668607847933354,"C7orf55, C7orf55-LUC7L2, LUC7L2","ALL",0.0199767384606669
"chr1",154376344,154378025,1682,"*",14,6.99491808660693e-11,0.00437824035937504,0.0102349816504492,0.00124675473390177,-0.0213178169706258,-0.00281499153189723,"IL6R, RP11-350G8.5","ALL",0.0199767384606669
"chr5",176900010,176901453,1444,"*",8,1.01984603020282e-10,0.000553675920059226,0.00524337996390008,0.000321844300844052,0.0147766250262991,0.0071766010607374,"DBN1","ALL",0.0199767384606669
"chr20",37352612,37353907,1296,"*",11,1.14980890438207e-10,0.00159643800258713,0.0143466162868025,0.000715655750280617,-0.0249568064869538,-0.00739879573772478,"SLC32A1","ALL",0.0199767384606669
"chr12",107713416,107714826,1411,"*",7,1.23055113626041e-10,0.00181341514696597,0.00587611880363315,0.000796909977923593,-0.0211850916744642,-0.00261872660522126,"BTBD11","ALL",0.0199767384606669
"chr16",11438938,11439710,773,"*",7,1.60113078269508e-10,0.00292973265933473,0.00826387616569775,0.000681894576549602,0.0165036893494311,0.00700734069184779,"RMI2, RP11-485G7.5","ALL",0.0199767384606669
"chr1",25558918,25559743,826,"*",11,1.93179023186692e-10,0.00155091791544624,0.0113654698682131,0.00116162236574751,0.0178582111180055,0.00903354986433498,"SYF2","ALL",0.0199767384606669
"chr12",64615825,64616385,561,"*",11,2.38780342651807e-10,0.00319432271064727,0.0044033204111897,0.00034480533597743,-0.00911781442428197,0.00235907472948516,"RPS11P6, C12orf66","ALL",0.0199767384606669
"chr19",30164820,30165591,772,"*",6,2.3954862246831e-10,0.00313418036458095,0.00500974051481103,0.000482177205633037,0.0298808681587414,0.0114566120501812,"PLEKHF1","ALL",0.0199767384606669
"chr1",149857491,149860026,2536,"*",18,2.45167482414425e-10,0.000996617244943168,0.0109349818683531,0.00107782757893974,0.0176952457841354,0.00930967424466915,"HIST2H2AC, BOLA1, HIST2H2BE, HIST2H2AB","ALL",0.0199767384606669
"chr1",46712613,46713444,832,"*",12,2.46736154246387e-10,0.00416981519882402,0.0220759330818343,0.00153834678805677,0.0232209633417866,0.00480406490483264,"RAD54L","ALL",0.0199767384606669
"chr7",45961078,45962576,1499,"*",30,2.49941700904098e-10,0.00598583241998777,0.0341499564679915,0.00464697288690401,-0.0171961133372507,-0.000337433377801184,"IGFBP3","ALL",0.0199767384606669
"chr12",120966704,120967582,879,"*",15,2.5706930556914e-10,0.00234263039586791,0.0201403467292744,0.000638113153586005,0.0139351552594162,0.00587653095051869,"COQ5","ALL",0.0199767384606669
"chr2",169103514,169104591,1078,"*",9,2.79499620430455e-10,0.00170554475120575,0.00362707256809909,0.000356242156381366,0.0137704289685506,0.00570781004914744,"STK39","ALL",0.0199767384606669
"chr13",28023563,28025299,1737,"*",22,2.88560014300222e-10,0.000836437717999485,0.0207952004053743,0.0012263982953437,0.00975168542587194,0.00375716283947766,"MTIF3","ALL",0.0199767384606669
"chr2",27439738,27441263,1526,"*",10,3.10556731991771e-10,0.00366078677586433,0.00863260440054469,0.000937464229861543,-0.0197063608051394,-0.00396256884513542,"ATRAID, CAD","ALL",0.0199767384606669
"chr6",31648070,31649728,1659,"*",36,3.38736846320267e-10,0.00174881719918564,0.0100888131622657,0.00162258388955385,-0.03881700789468,-0.00391621965238898,"LY6G5C","ALL",0.0199767384606669
"chr22",38239648,38240624,977,"*",11,3.45115852070225e-10,0.00222625051091875,0.00504495596575823,0.000335074332846139,0.0120993468278303,0.00318899627661277,"ANKRD54, MIR658","ALL",0.0199767384606669
"chr13",101185600,101186537,938,"*",8,3.67217994162553e-10,0.00195143654469967,0.00887511594309057,0.00034480533597743,0.0480265048678549,0.00352088294246175,"GGACT","ALL",0.0199767384606669
"chr17",46670029,46671861,1833,"*",16,3.79324524698663e-10,0.00419436698480043,0.00695395882681186,0.00116162236574751,-0.0242372237985599,0.00273444299986375,"HOXB-AS3, HOXB3, HOXB5, HOXB6","ALL",0.0199767384606669
"chr3",49395208,49396232,1025,"*",10,4.82570009679336e-10,0.00446268982109499,0.00876749518297721,0.00092588635413834,-0.0283888373326928,-0.00454299154115219,"GPX1","ALL",0.0199767384606669
"chr17",16341601,16342978,1378,"*",18,4.91500139068459e-10,0.00238996061480812,0.0353772014052178,0.00183249031603631,0.0136213258539916,0.00577898581846248,"FAM211A-AS1","ALL",0.0199767384606669
