seqnames,start,end,width,strand,no.cpgs,min_smoothed_fdr,Stouffer,HMFDR,Fisher,maxdiff,meandiff,overlapping.genes,sex,dmr_fdr
chr2,45173499,45173548,50,*,2,0.0010579179463404,0.00184973483501972,0.0233585058160614,0.00334051196509202,0.0208674183137807,0.0160313921973424,,M,0.0435352689678904
chr2,176931680,176933407,1728,*,9,0.00107447975012155,0.00540669462262218,0.0250015146274255,0.00624245105611033,-0.0193258305169439,-0.0145830221681008,,M,0.0435352689678904
chr6,32939192,32941389,2198,*,68,0.00109508243066489,0.0155150599309304,0.0494661616810031,0.0141296389142284,0.0163186156185787,0.00465587303869813,"BRD2, XXbac-BPG181M17.6",M,0.0435352689678904
chr22,21355860,21357028,1169,*,16,0.00109508243066489,0.014979834015027,0.0233585058160614,0.0130057690338465,0.0086965482771934,0.00332919089279413,"THAP7-AS1, THAP7",M,0.0435352689678904
chr20,33103584,33104576,993,*,11,0.00109508243066489,0.0194842834883022,0.0250015146274255,0.0138388791685029,0.00613949062797645,0.0024124856569998,DYNLRB1,M,0.0435352689678904
chr2,30453395,30455114,1720,*,12,0.00110419889863237,0.011129732885011,0.0233585058160614,0.00672945538897097,0.00789868599808565,0.00314073135856275,LBH,M,0.0435352689678904
chr5,56110761,56112908,2148,*,13,0.00115330552706234,0.00553725503681773,0.0317853492538132,0.00766643874363004,0.0145652874400488,0.00445708831308964,MAP3K1,M,0.0435352689678904
chr14,91818497,91819321,825,*,4,0.00116773358250696,0.00753464196700435,0.0249605694732364,0.0101147009476445,0.0166200377906877,0.0049226718846741,CCDC88C,M,0.0435352689678904
chr12,110939283,110940691,1409,*,14,0.00116781562536844,0.0107897439803422,0.0714295946988221,0.0133165731190928,-0.0308312614666095,-0.00163609278214341,"RAD9B, VPS29",M,0.0435352689678904
chr10,101292403,101295400,2998,*,19,0.00117340649216731,0.010106109026106,0.0238744599367215,0.00648990051710565,-0.0330927959521563,-0.00340991347030022,NKX2-3,M,0.0435352689678904
chr11,102962134,102963272,1139,*,15,0.00117340649216731,0.011129732885011,0.041761150468767,0.0121159357519882,0.00933098507967781,0.00390678916046365,DCUN1D5,M,0.0435352689678904
chr11,85778241,85778585,345,*,2,0.00118779131897362,0.0127116841801839,0.0202658751811579,0.00763704110300326,0.0301149862495361,0.0201934244897629,PICALM,M,0.0435352689678904
chr7,66093274,66094096,823,*,11,0.00121330297152309,0.0111002988676974,0.0233585058160614,0.0106742311156047,0.0137929511553309,0.00350182050620584,KCTD7,M,0.0435352689678904
chr8,135724771,135726252,1482,*,8,0.00121330297152309,0.0111002988676974,0.0250015146274255,0.00952195593740607,0.0175864964925482,0.00556246414348934,ZFAT,M,0.0435352689678904
chr5,92907553,92908988,1436,*,7,0.00122942286531435,0.0179200357444797,0.0240329280494642,0.0124743498610041,-0.013582133088297,-0.00184821417039661,NR2F1-AS1,M,0.0435352689678904
chr5,1110089,1111049,961,*,4,0.00126883535666087,0.00694950084267794,0.0233585058160614,0.0089007232262506,0.018844751953019,0.00391229525008895,SLC12A7,M,0.0435352689678904
chr5,1103325,1104195,871,*,4,0.00128423731460488,0.00129251300349584,0.0237294455769059,0.00334051196509202,-0.0388810241858118,-0.0124408673333804,SLC12A7,M,0.0435352689678904
chr12,125223502,125223679,178,*,4,0.00130495719092384,0.0115511151000006,0.0206612397210575,0.00952195593740607,0.0425050464432739,0.023477562324959,,M,0.0435352689678904
chr8,131371142,131371659,518,*,2,0.0013064157765038,0.00649125786448897,0.0233585058160614,0.00670629399247206,0.0049990941007871,0.00341429815849962,ASAP1,M,0.0435352689678904
chr2,219031640,219032885,1246,*,3,0.00130930622240658,0.00255527774786132,0.0233585058160614,0.00418420725781727,0.0125497476671733,0.00534375937574517,CXCR1,M,0.0435352689678904
chr10,134350658,134351765,1108,*,11,0.00131780922129568,0.0115511151000006,0.0233585058160614,0.0138388791685029,0.0061484908947573,0.0012241991187673,INPP5A,M,0.0435352689678904
chr1,27693187,27694390,1204,*,12,0.00132162062471469,0.00847308195984738,0.0252055778399041,0.00947806030862422,-0.0263461535771631,-0.007448619977772,MAP3K6,M,0.0435352689678904
chr6,8086774,8087102,329,*,4,0.00133343715287479,0.0118244981801333,0.0206612397210575,0.00981680372820854,0.0177279230307545,0.00676110811093125,"EEF1E1-BLOC1S5, EEF1E1",M,0.0435352689678904
chr17,177475,178697,1223,*,3,0.00134528496737887,0.0127663951944362,0.0233585058160614,0.0126650753750087,-0.0158789715707851,0.000628207937396597,RPH3AL,M,0.0435352689678904
chr8,56791576,56793160,1585,*,14,0.00135159954717478,0.011335813940671,0.0510104662789382,0.0117730396805224,-0.0365247446799751,-0.00474371737854868,LYN,M,0.0435352689678904
chr1,201915446,201915999,554,*,9,0.00135521501234773,0.00990814899430613,0.0234591291487607,0.00624245105611033,-0.017123433636891,-0.00473991414642662,LMOD1,M,0.0435352689678904
chr7,100136168,100137102,935,*,7,0.00136522289182082,0.0136519426387846,0.0233585058160614,0.00975934362050031,0.0171866127998984,0.00540222245361183,AGFG2,M,0.0435352689678904
chr1,24828534,24830054,1521,*,14,0.00136551995503822,0.0138984613490543,0.0432070463661049,0.0140913424724326,0.0113854275864115,0.00129510275442181,RCAN3,M,0.0435352689678904
chr7,2672400,2673408,1009,*,5,0.00139550291885882,0.0206532303684637,0.0202658751811579,0.0114450763397009,-0.0236413893085611,-0.0137831745306891,TTYH3,M,0.0435352689678904
