seqnames,start,end,width,strand,no.cpgs,min_smoothed_fdr,Stouffer,HMFDR,Fisher,maxdiff,meandiff,overlapping.genes,sex,dmr_fdr
chr22,44568337,44568812,476,*,9,1.7797127972083e-07,1.66228152222579e-05,0.014112253548775,7.65289535960503e-05,-0.0630466040099666,-0.0407968135117955,PARVB,F,0.00227683677911926
chr16,85676292,85676861,570,*,5,1.29808282705098e-07,2.0251739961147e-05,0.00893367035126136,5.51279591485266e-05,-0.0347736737175191,0.00270396886437474,GSE1,F,0.00257640376661973
chr1,161123637,161124156,520,*,10,1.48032213957958e-07,2.04696026121817e-05,0.0129337919935356,7.40944696643144e-05,0.0143015973044304,0.00653290185613955,"UFC1, RP11-297K8.2",F,0.00257640376661973
chr12,75784541,75785295,755,*,11,2.39000703366817e-05,2.04696026121817e-05,0.056831942025953,0.000508987295060954,0.0102783615288812,0.00286221919719886,"GLIPR1L2, CAPS2",F,0.00257640376661973
chr6,32157454,32161004,3551,*,26,2.53414675672459e-05,2.68254685849133e-05,0.0267293996146115,7.65289535960503e-05,0.0527142852537814,0.0186276218161251,"PBX2, GPSM3",F,0.00328753176841951
chr12,57872123,57873732,1610,*,5,4.88581451613478e-05,3.13611889701464e-05,0.0151593979420777,0.00015183187752375,0.0225110678463677,0.0131122651054523,"MARS, ARHGAP9",F,0.00365122642584929
chr10,75415704,75416844,1141,*,6,0.00015060766661665,3.08127108912268e-05,0.0207322437361898,0.000216928738441174,-0.0188557422216242,0.000563242050195331,"RP11-464F9.21, SYNPO2L",F,0.00365122642584929
chr11,47282968,47283025,58,*,3,6.01373810483266e-07,3.4819076760515e-05,0.00956554448383203,8.98406093871953e-05,-0.0107087202678953,-0.00876217410808474,NR1H3,F,0.00377098698776089
chr2,158114069,158114424,356,*,6,1.29084888862328e-06,3.41711439426586e-05,0.0120032555420654,0.00011587724147943,-0.0401305544441322,-0.0337923397948139,GALNT5,F,0.00377098698776089
chr6,114175901,114178828,2928,*,20,6.4380266557724e-05,3.41711439426586e-05,0.019096266358758,5.71877321516931e-05,0.0205690559740926,0.00230457042568092,MARCKS,F,0.00377098698776089
chr4,154709828,154712422,2595,*,42,2.02753565970125e-15,4.38094018530665e-05,0.0141594544906556,9.22965117494557e-07,-0.0347159931475622,-0.0108677485615204,SFRP2,F,0.00453378632066068
chr6,155537595,155538155,561,*,8,7.84954593361167e-08,4.38094018530665e-05,0.00996714305942744,4.50662353736883e-05,-0.0193209931565304,-0.00823749447543017,TIAM2,F,0.00453378632066068
chr11,2019079,2020560,1482,*,40,1.69170130755576e-09,4.61274760222364e-05,0.0391381232285534,4.30861910583226e-05,0.0260271651126655,0.007342210986409,H19,F,0.0046699055616425
chr16,88102758,88103629,872,*,6,1.05628131404232e-08,8.18705291078508e-05,0.00518642384558885,7.65289535960503e-05,0.0412497304739858,0.0177891810677521,BANP,F,0.00645128872741053
chr6,32119016,32123701,4686,*,87,9.55536160228636e-08,8.31173123565883e-05,0.037767209420064,8.49340796203775e-05,-0.0352057216352636,-0.00224509282283964,"PPT2, PPT2-EGFL8, PRRT1",F,0.00645128872741053
chr12,6442526,6443282,757,*,7,2.53043947324445e-07,7.84134150408594e-05,0.0135713674370695,7.65289535960503e-05,0.0558771182253829,0.027540237970688,TNFRSF1A,F,0.00645128872741053
chr1,154581325,154582156,832,*,4,5.05022695364829e-07,8.00984419634017e-05,0.0118323514779472,0.000151101935841685,0.0228896088084233,0.00640658025425905,ADAR,F,0.00645128872741053
chr6,167535171,167536521,1351,*,8,6.44324538099426e-07,7.24016044732594e-05,0.0166515379563643,0.000185749512528048,0.0757891411343635,0.0368300792575521,"RP11-517H2.6, CCR6",F,0.00645128872741053
chr17,47296970,47297928,959,*,5,9.55871747052122e-07,8.31173123565883e-05,0.0134889546471426,0.000166730747322971,0.0430275775718318,0.02706529836952,ABI3,F,0.00645128872741053
chr17,79801347,79801920,574,*,7,2.66529149890321e-06,7.24016044732594e-05,0.0115405716428096,0.000173538329395491,-0.0352189855721946,-0.0138599951438147,"RP11-498C9.2, P4HB",F,0.00645128872741053
chr19,11074303,11074428,126,*,2,2.85465539769664e-06,7.34943012598157e-05,0.00689268899370422,0.000124899784856844,0.0730477547899077,0.0709063016571709,SMARCA4,F,0.00645128872741053
chr10,96990543,96991505,963,*,5,4.60692030930658e-06,8.05145735038966e-05,0.0156777089105834,0.00032391935214239,0.016391095710486,0.0106558405378551,RP11-310E22.4,F,0.00645128872741053
chr3,49394622,49396232,1611,*,11,1.06549394803492e-05,7.24016044732594e-05,0.0170519926846794,0.000134499371033283,-0.0309587259221769,-0.00614350462052402,GPX1,F,0.00645128872741053
chr6,108581474,108583071,1598,*,11,1.14532783557997e-05,8.31173123565883e-05,0.0138794694307532,0.000304712678693305,0.0223432133049064,0.0101997929014876,SNX3,F,0.00645128872741053
chr15,75743753,75748421,4669,*,32,3.46264668880386e-05,7.24016044732594e-05,0.0375431115695562,0.000206059960062687,0.0157495552014465,0.00649457023934021,SIN3A,F,0.00645128872741053
chr16,67514524,67516546,2023,*,14,5.52596923026692e-05,7.30937521392389e-05,0.0299908980338376,0.000208284872608524,0.0273834150540204,0.00759689000409095,"RP11-297D21.4, ATP6V0D1, AGRP",F,0.00645128872741053
chr10,21783091,21787079,3989,*,29,0.000102978264607044,8.05145735038966e-05,0.0412254537124805,0.000168125320448885,-0.0296810565539405,0.00181865551551216,"CASC10, MIR1915",F,0.00645128872741053
chr6,27804958,27806842,1885,*,13,2.38502287343541e-07,8.60395297411747e-05,0.0146977421111026,8.42533325787363e-05,0.0288293690189694,0.0110812784414291,"HIST1H2BN, HIST1H2AK",F,0.00646267887104275
chr21,45559077,45561490,2414,*,7,0.000666386665797437,8.59049839926838e-05,0.020709936560976,0.000535596716851526,0.0328953343625034,0.0187735862668645,C21orf33,F,0.00646267887104275
chr12,108954266,108956758,2493,*,21,1.67455472891487e-07,9.09969258075486e-05,0.0139242636374123,7.65289535960503e-05,0.020159767838203,0.00849527669761529,"ISCU, SART3",F,0.0067265505315199
chr19,834439,835345,907,*,3,4.38904732211204e-05,0.000103827481858075,0.0124050828835103,0.000304712678693305,0.00917425239359082,0.00434671815181524,,F,0.00743883973866236
chr1,207995752,207997166,1415,*,5,0.000227069550534003,0.000103827481858075,0.0207322437361898,0.000535596716851526,-0.026261605014497,-0.00679749716858118,C1orf132,F,0.00743883973866236
chr16,89034292,89035532,1241,*,6,2.74391511684999e-06,0.000129599291805226,0.0141371187403079,0.000351539280047053,0.0199891227948538,0.011496767173903,CBFA2T3,F,0.00900811793935725
chr3,72149324,72149974,651,*,6,4.7400757093773e-06,0.000129599291805226,0.0144325856432852,0.000351539280047053,-0.0420196328331058,-0.0096357260164355,LINC00877,F,0.00900811793935725
chr6,31845527,31847633,2107,*,16,1.22133745700061e-06,0.000134589868631786,0.0403096380651464,0.000240481804928039,-0.0212385783838336,0.00137026245959556,"SLC44A4, EHMT2",F,0.00921742673850332
chr9,123688715,123689193,479,*,3,1.33481429541552e-05,0.000141388012939217,0.0121837754920947,0.000363483363412166,0.021652015168139,0.00531030711565023,TRAF1,F,0.00954266632257874
chr11,114127924,114129200,1277,*,4,3.94625379976258e-07,0.000145131801107912,0.00701917363471232,0.00011587724147943,0.0325559136904605,0.0137041768251469,"NNMT, RP11-64D24.2",F,0.00965541139656495
chr6,28863395,28864832,1438,*,33,4.8368766857787e-08,0.000152452983229445,0.039310311230211,0.00011587724147943,0.0252777529875323,0.00739313269852102,HCG14,F,0.00999962736478205
chr13,47471264,47472429,1166,*,14,1.78592751034674e-07,0.000158545005483428,0.0227295180857166,0.000333300042170518,0.0473943149535838,0.0201221982107225,,F,0.0102547790352268
chr3,113464879,113466193,1315,*,11,2.24780517830972e-07,0.000165284909267877,0.00668530391036088,0.000165742951390937,0.0276361855884012,0.0109800901941251,"ATP6V1A, NAA50, RP11-271C24.2",F,0.0103175833175468
chr6,32373620,32376095,2476,*,9,0.000291025366151501,0.000164692217404692,0.0247630455650007,0.000336605799648234,0.0477204830513219,0.0154463779871179,BTNL2,F,0.0103175833175468
chr13,88328009,88330200,2192,*,11,0.000316256079042669,0.000166162497061629,0.0463581095662188,0.00135499007579558,0.0232821202078553,0.00513543718058085,SLITRK5,F,0.0103175833175468
chr7,130124971,130126871,1901,*,20,1.45633004552787e-07,0.000170150926719353,0.0120739065448463,0.000124765298739465,-0.0491404718908732,-0.0061133492332746,"MEST, RP11-2E11.10",F,0.0104262219175267
chr6,8086774,8087102,329,*,4,5.26943740965047e-08,0.000182115789656313,0.00557949991359677,6.52650316610291e-05,0.00815581992578718,0.00205938226525379,"EEF1E1-BLOC1S5, EEF1E1",F,0.0107356105370816
chr16,28504949,28506477,1529,*,6,9.2773548043656e-07,0.000182115789656313,0.00962981262093971,0.00015183187752375,0.0279346153296182,0.0113447708704154,"APOBR, CLN3",F,0.0107356105370816
chr11,67048673,67049397,725,*,6,1.63604440865141e-06,0.000182115789656313,0.0111949686751018,0.000241306603255177,-0.00661101431683908,-0.00279228171184944,ADRBK1,F,0.0107356105370816
chr12,69863677,69864653,977,*,10,2.04136647494308e-06,0.00018540389124311,0.0212955225216233,0.000513697884464039,-0.021750601705862,0.00635172167857961,FRS2,F,0.0107928240189895
chr17,184833,185957,1125,*,7,7.18185348847131e-07,0.000207305605434161,0.0259742222708192,0.000513697884464039,-0.0520328325554736,-0.0260121104074974,RPH3AL,F,0.0114931214822248
chr17,56408197,56409534,1338,*,9,1.22276336914474e-05,0.000206057544245364,0.0214072984255285,0.000396841258458572,0.0181670751412749,0.00745582230802902,"BZRAP1-AS1, MIR142",F,0.0114931214822248
chr10,11246612,11246763,152,*,3,2.86609794051174e-05,0.000206057544245364,0.0132741200564817,0.000557768650020706,0.021784102199336,0.0113296561316348,CELF2,F,0.0114931214822248
chr11,67349590,67351786,2197,*,12,4.78288654280446e-05,0.000206057544245364,0.0503994859983955,0.00100598218261946,-0.0390963827478924,-0.00749583836588755,GSTP1,F,0.0114931214822248
chr8,99129132,99130997,1866,*,17,2.98733792994654e-07,0.00022607332742418,0.00702158268925885,5.51279591485266e-05,-0.0471887688852949,-0.000325944460432476,"POP1, HRSP12",F,0.0121014193771771
chr1,109939800,109941201,1402,*,12,9.60851184429035e-06,0.00022607332742418,0.0165204538425159,0.00011587724147943,-0.0480455222140707,-0.0130809679661191,SORT1,F,0.0121014193771771
chr7,143579665,143580147,483,*,4,2.57568821775758e-05,0.00022607332742418,0.0127717014422968,0.00062026212834783,-0.0221849521540174,-0.0105863838963563,FAM115A,F,0.0121014193771771
chr12,62584454,62586892,2439,*,16,3.5511019195474e-05,0.000230441171009351,0.0347650754776464,0.000935169619947818,0.0152169677324494,0.00168824825983656,FAM19A2,F,0.0121950515158017
chr8,38323238,38325092,1855,*,9,2.11863921852962e-05,0.000241352947561317,0.0240538720443376,0.000984809528215602,-0.0196203640633379,0.00320607674677066,FGFR1,F,0.0126289963684613
chr1,244212908,244214206,1299,*,8,2.76051302692713e-08,0.000250463420789765,0.0129337919935356,7.58640611190434e-05,-0.0279166109439916,-0.0109484965467569,,F,0.0128488761103193
chr16,78601767,78601961,195,*,4,3.53217013491557e-07,0.000253832210038518,0.00333513406649978,0.000108808474897213,-0.0150283615421499,-0.0114741438845181,WWOX,F,0.0128488761103193
chr8,48648112,48649767,1656,*,7,1.4233718359583e-06,0.000253832210038518,0.0170826614909686,0.000336605799648234,-0.058696852022576,-0.0312860368527019,"SPIDR, CEBPD",F,0.0128488761103193
chr16,936480,937477,998,*,3,5.70156381472499e-06,0.000262373944054774,0.010286402887336,0.000388099572931914,0.0117505009234061,0.00558713215601077,LMF1,F,0.0131384457791729
chr7,2551513,2551996,484,*,4,9.69292021383026e-06,0.000265708159373713,0.0115405716428096,0.000494388013377645,-0.0290513760606693,0.0012866678396166,,F,0.0131638606191849
chr12,69633854,69634561,708,*,5,7.33105630748408e-07,0.000291186404199903,0.00934337517034838,0.000410724346532896,0.0199498301498738,0.00888233899591707,CPSF6,F,0.0141255737954057
chr6,33047944,33050124,2181,*,24,0.000354703053200251,0.000291186404199903,0.0875822600909872,0.00299796186988941,0.0232476856562542,0.0102466047474023,"HLA-DPB1, HLA-DPA1",F,0.0141255737954057
chr4,83955429,83956251,823,*,10,2.46724684606266e-05,0.000296920318088589,0.0368152743308677,0.00120486664860286,0.0185003062657892,0.00782949641794015,COPS4,F,0.0142552363024594
chr20,57430663,57431303,641,*,3,3.42436384115611e-09,0.000320575704899017,0.00323287475161154,3.10674857283816e-05,0.0330030110491252,0.0184382567862587,GNAS,F,0.0152338883440278
chr17,37820135,37820515,381,*,4,1.91176716171841e-05,0.000335156673808023,0.0145875928388651,0.00090964938145444,0.00796043979027961,0.0046419490075609,TCAP,F,0.0156082462992396
chr3,50359909,50360690,782,*,7,0.000199454218002672,0.00033428649692922,0.0400965158822143,0.00171320904913017,-0.0348323867774444,-0.013405417915689,"HYAL2, TUSC2",F,0.0156082462992396
chr17,62007912,62009835,1924,*,7,0.000467032973947397,0.000357878868411242,0.0188537937535769,0.00100598218261946,-0.0276087065301178,-0.00339106499406046,CD79B,F,0.0165014048533778
chr5,89705234,89706015,782,*,11,3.94273174770051e-09,0.000372742660828079,0.0113283870149218,9.62339820718205e-05,0.0152311040039365,0.00627265375508009,"AC093510.1, CETN3",F,0.0165320244902511
chr2,182756132,182757706,1575,*,7,1.17736285432675e-05,0.000372742660828079,0.0109661448276533,0.000255154909749151,0.00591396469191489,0.000189387904063336,"SSFA2, RP11-366L5.1",F,0.0165320244902511
chr11,1948933,1949113,181,*,5,0.000134783685920734,0.000372742660828079,0.0312244882999221,0.00154604962043303,0.0149332078939252,0.0102820434722973,TNNT3,F,0.0165320244902511
chr22,51016501,51017723,1223,*,15,0.000241770478692585,0.000371260122796782,0.0735559214029812,0.00261406065275426,-0.0143553736233653,-0.00486349803926535,"CPT1B, CHKB-CPT1B, CHKB",F,0.0165320244902511
chr17,37028105,37028977,873,*,4,1.44499028131218e-05,0.00039595999526415,0.00928924739848483,0.000406700033117533,0.0303210820705084,0.0163633134295236,LASP1,F,0.0172120649762795
chr3,47050803,47051546,744,*,5,2.20692721629924e-05,0.00039595999526415,0.0154155622754145,0.000999625046763926,-0.0514871022764227,-0.032708089196606,NBEAL2,F,0.0172120649762795
chr12,125282342,125282561,220,*,3,6.60970730397744e-05,0.000399163198934548,0.0132697697726765,0.000948309384802739,0.00647697225387123,0.00126008063695426,SCARB1,F,0.0172120649762795
chr20,57267176,57268419,1244,*,5,1.24099162392777e-06,0.000417784976501978,0.00701917363471232,0.000281491786225038,-0.0176960911804723,-0.00251764455175661,"STX16-NPEPL1, NPEPL1",F,0.0176874966869974
chr11,65816027,65816985,959,*,10,0.000168780907295528,0.000416343491509707,0.0475540303174077,0.00211181700425083,-0.0341370346017925,-0.0143406807055165,GAL3ST3,F,0.0176874966869974
chr3,138662870,138665006,2137,*,8,0.000637572901587584,0.00044626445667691,0.0237910053083292,0.00151613249197583,-0.0192289524162098,-0.0125752985912881,FOXL2,F,0.0187230051778772
chr6,32075763,32077744,1982,*,17,2.48419944908323e-05,0.000461717265058469,0.0444509731369948,0.00138125171068035,0.0235393134245845,0.00969148250827001,"TNXB, ATF6B",F,0.0188615552927832
chr19,44203013,44203913,901,*,4,2.97126791585951e-05,0.000461717265058469,0.0136441385691954,0.000936767521339505,-0.0179958311076702,-0.0107050098446811,,F,0.0188615552927832
chr2,202901045,202901470,426,*,5,6.31013543156438e-05,0.000461717265058469,0.0315890079016112,0.0017563886468728,-0.0199249846292914,-0.013020138543642,FZD7,F,0.0188615552927832
chr1,214724440,214725918,1479,*,16,1.8723835448195e-05,0.000466116170006377,0.0591215570283,0.00211183594338612,-0.0194909128834345,-0.00281337538919196,PTPN14,F,0.0188756782932147
chr1,75198211,75200094,1884,*,13,0.000801486581142975,0.000495574338975568,0.0462253877786442,0.00257242847249644,0.0226194284366384,0.00895243648068699,"TYW3, CRYZ",F,0.0198956008328381
chr6,30069065,30071200,2136,*,31,3.13025945185887e-07,0.000596408565406431,0.0664733980027572,0.000962109341803796,-0.0808129339906839,-0.00289612655647043,TRIM31,F,0.0205389222892432
chr19,41283090,41284348,1259,*,11,3.80422778666074e-07,0.000604026134745824,0.00701917363471232,0.00032391935214239,0.0107348289300185,0.00302292465630507,"MIA, MIA-RAB4B, RAB4B, RAB4B-EGLN2",F,0.0205389222892432
chr3,70048377,70048926,550,*,6,1.16190477685568e-06,0.000547083212272802,0.0119524592953606,0.000363483363412166,-0.0212265236969551,-0.00788523416448951,RP11-460N16.1,F,0.0205389222892432
chr1,12677088,12679132,2045,*,13,3.88377737201097e-06,0.000541329866286036,0.0118564782534789,0.000557423650561232,0.0113177646213566,0.00429354407956874,"DHRS3, RP11-474O21.5",F,0.0205389222892432
chr19,55954621,55955292,672,*,3,4.97408417462528e-06,0.000596408565406431,0.00823931326838979,0.000701304287071267,0.0206586112315906,0.0169568948089651,,F,0.0205389222892432
chr5,92913741,92914828,1088,*,7,5.14403081574851e-06,0.000591809598970654,0.0185610822602583,0.000658682869644289,-0.031314086791985,-0.0226929795050406,NR2F1-AS1,F,0.0205389222892432
chr1,235813272,235814814,1543,*,16,5.92627587675678e-06,0.000604026134745824,0.0304933761778839,0.000815850218464737,-0.0227261054193439,-0.00451004766140545,GNG4,F,0.0205389222892432
chr19,56825644,56826442,799,*,5,7.8061200088034e-06,0.000596408565406431,0.0109661448276533,0.000873535649804435,0.00987664877839978,0.00836268492635853,"AC006116.17, ZSCAN5A",F,0.0205389222892432
chr16,81039745,81041398,1654,*,19,8.55485694645244e-06,0.000604215665369621,0.0127861596266558,0.00110947200088954,0.01499139703571,0.00646565868702953,"CENPN, CMC2",F,0.0205389222892432
chr12,133120548,133121162,615,*,4,9.63966925172118e-06,0.000596408565406431,0.0136441385691954,0.000738280253327069,0.0347802816646726,0.0195722319921559,FBRSL1,F,0.0205389222892432
chr11,71953387,71953422,36,*,2,1.26617370916869e-05,0.000537815937450097,0.00886571626191301,0.000826970826857254,0.0308172923510389,0.0239075046171761,PHOX2A,F,0.0205389222892432
chr6,32974897,32978775,3879,*,55,1.27121252215979e-05,0.000596408565406431,0.0384410860343522,0.000117747699831293,0.0387238186249531,0.000366251204269012,HLA-DOA,F,0.0205389222892432
chr7,73819814,73820652,839,*,4,5.2377645631136e-05,0.000537815937450097,0.012288931516823,0.00100598218261946,-0.0176527445575116,-0.00894640880000655,CLIP2,F,0.0205389222892432
chr15,68624713,68624879,167,*,3,6.08595088511471e-05,0.000599570572126796,0.0138425532435755,0.00131330223003302,-0.00843320742907994,-0.00536991619193605,ITGA11,F,0.0205389222892432
chr14,69442697,69443683,987,*,3,7.11711294141831e-05,0.000560035517117996,0.0128597667955898,0.00113883288517339,-0.0236554227436387,-0.012452055225164,ACTN1,F,0.0205389222892432
chr16,89180285,89180843,559,*,4,8.30068132059889e-05,0.000568439826683986,0.0141211291218841,0.00145982029286145,0.0299310023669628,0.0178402527571257,"ACSF3, CTD-2555A7.3",F,0.0205389222892432
chr20,34639042,34639686,645,*,6,0.000112711928728361,0.000596408565406431,0.0233216951204378,0.00151613249197583,-0.0277333440192893,-0.00014999983260665,,F,0.0205389222892432
chr1,112057879,112058750,872,*,6,0.000127627701402206,0.000580964878722851,0.0322063138398578,0.00182453606141666,-0.0689616164665006,-0.0409905233169627,ADORA3,F,0.0205389222892432
chr15,25200490,25201732,1243,*,5,0.000295198663273061,0.000537815937450097,0.0292512011287055,0.00184641196907965,0.0511460412156272,0.0211561848799708,"SNRPN, SNURF, SNURF",F,0.0205389222892432
chr17,37123638,37123949,312,*,9,0.000630789813265797,0.000560035517117996,0.0689676626016624,0.00310394475218307,-0.0181321723069166,-0.0040680471684201,FBXO47,F,0.0205389222892432
chr6,29648161,29649092,932,*,24,0.00137572565659611,0.000591809598970654,0.132471671062918,0.00610686965927971,0.0424487347069326,0.0238552405874134,ZFP57,F,0.0205389222892432
chr16,57022486,57023835,1350,*,13,2.28806794259414e-20,0.000674539297110373,6.29455881944018e-05,5.79577943337373e-09,0.0337992963196251,0.00496574689966472,NLRC5,F,0.0212167694722527
chr12,58003378,58005343,1966,*,14,3.13149075056164e-09,0.000674539297110373,0.0142181487894779,0.000111842675073411,-0.0259410027377785,-0.00621571592463397,"DTX3, ARHGEF25",F,0.0212167694722527
chr5,17216222,17217093,872,*,9,1.88090825163785e-07,0.00068676206804591,0.0141594544906556,0.000557423650561232,-0.0113855629927472,0.000376278222880647,"BASP1, AC091878.1",F,0.0212167694722527
chr12,123320611,123321334,724,*,6,7.09778368315278e-07,0.000674539297110373,0.00738370807162808,0.000513697884464039,0.0116166630554851,0.00939665605178722,HIP1R,F,0.0212167694722527
chr7,25989524,25990026,503,*,6,1.9076598256433e-06,0.000674539297110373,0.0145210604243542,0.00053511510305274,-0.0418968371171727,-0.02704517994612,MIR148A,F,0.0212167694722527
